legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
8296,"2018-07-25 16:49:49",123,NULL,,Negotiation,"Follow up with customer for the quotes submitted for Grinder, A/C, Safety Can & Fridge. He said our prices for Grinders was higher and he requested to quote for conventional type grinder. Requested Puja to rework on the quote. For other enquiries he said he was waiting for P.R. due to some training it is getting delayed. By tomorrow he will update us.","Need to follow up with Puja for quotes tomorrow",Meeting,1532537389#1237,25684,"Pending Approval"
8297,"2018-07-25 17:00:36",108,8188,"For BMRO Business.","Follow up","Discuss in detail our activities. She will very shortly send us the inquiry includes imported items. She asked me to contact the GM of the organization. Got his detail and will send him the profile tomorrow and than will see him.","Need to have regular interaction.",Meeting,1532538036#1089,25788,"Pending Approval"
8298,"2018-07-25 17:28:59",112,NULL,,Closure,"Got PO today.
","Execute properly.
","Phone call",1532539739#1125,25380,"Pending Approval"
8299,"2018-07-25 17:50:41",112,NULL,,"Follow up","Discussed another requirements.he told he will share requirements today.Got it.","To send quotation.",Meeting,1532541041#1129,17284,"Pending Approval"
8300,"2018-07-25 18:13:29",172,0,"Introduction meeting ","First Meeting/Intro Meeting","I reach there as per appointment time but he can\'t meet due yo some imergency. ","He ask to meet in next week when some other meeting in hajira. ",Meeting,1532542409#1723,25789,"Pending Approval"
8301,"2018-07-25 18:22:06",172,0,"Introduction meeting ","First Meeting/Intro Meeting","I reach there as on sheduled time but he can\'t meet as he get some emergency in plant. ","I will meet him in next weej. ",Meeting,1532542926#1726,25790,Rejected
8302,"2018-07-26 03:46:54",137,NULL,,"First Meeting/Intro Meeting","Got Email id of concren Person.","Now need to send company profile along with Meeting request..",Meeting,1532576814#1379,25353,"Pending Approval"
8303,"2018-07-26 03:52:00",137,NULL,,"Follow up","Handed over signed copy of Contract,also had discussion on Electrical products quote and Safety product quotation.","Need to quote on safety RFQ by Friday 27th July",Meeting,1532577120#1379,23532,"Pending Approval"
8304,"2018-07-26 03:55:40",137,NULL,,"Follow up","Had discussion on already Quoted RFQs also pitch for new RFQs and closure date on existing RFQs.","Need to follow up on 27th July",Meeting,1532577340#1378,21266,"Pending Approval"
8305,"2018-07-26 04:00:18",137,NULL,,"Follow up","Had discussion on new RFQs als they have some requirement of Anti Fatigue Mat,and that need sampling.","Need to follow up for Sample PO,so sampling can be done.",Meeting,1532577618#1377,20148,"Pending Approval"
8306,"2018-07-26 07:58:24",155,8201,"Test report","Follow up","Introduction to company","follow up for more inquiries",Meeting,1532591904#15510,25804,"Pending Approval"
8307,"2018-07-26 10:35:23",155,8201,"Safety and Fixture Name Boards","First Meeting/Intro Meeting","Spacenex Aero company need safety and fixture name board 
They in Alphabet A to Z all letters for keeping material and fixture 
 ","They need name board ",Meeting,1532601323#15510,25812,"Pending Approval"
8308,"2018-07-26 10:40:50",137,NULL,,Closure,"Had discussion on closure of all running RFQ,Also Had meeting with Mr Amit along with Madan Sir","Need to share Stanlay LP discount structure.",Meeting,1532601650#1379,25106,"Pending Approval"
8309,"2018-07-26 10:47:09",137,NULL,,Closure,"Had Discussion on desktop and A-4 paper requirement,Got Desktop order...","Need to arrange material on priority.",Meeting,1532602030#1379,21447,"Pending Approval"
8310,"2018-07-26 13:10:35",172,8211,"Introduction meeting ","First Meeting/Intro Meeting","Mr.  Dipesh is senior of him,  he cannot join meeting. He ask to send company profile. He will represent it to him. ","I sent him company profile on mail. ",Meeting,1532610635#1728,25823,"Pending Approval"
8311,"2018-07-26 13:25:38",52,NULL,,"First Meeting/Intro Meeting","They are working on technical details","Followup tomorrow",Meeting,1532611538#526,17460,"Pending Approval"
8312,"2018-07-26 13:27:36",52,NULL,,"Follow up","price bid likely to be opened in 1st week of Aug.
Chances of getting order is high with good margins.","Followup next week","Phone call",1532611656#528,18705,"Pending Approval"
8313,"2018-07-26 13:41:56",20,NULL,,"Follow up","Discussed with supplier for quote of Kirlosker pump.","Got quote from supplier.Prit will submit quote ","Phone call",1532612516#206,25810,"Pending Approval"
8314,"2018-07-26 13:48:42",20,NULL,,Delivery,"Material collected from office by yesterday.","Material handover to Plant-4 with Pcard",Meeting,1532612923#207,21229,"Pending Approval"
8315,"2018-07-26 13:58:55",20,NULL,,"First Meeting/Intro Meeting","It is regarding tools inquiry in taparia and bosch make","Partial quote sent.Will follow up by tomorrow","Phone call",1532613535#205,25821,"Pending Approval"
8316,"2018-07-26 14:02:45",20,NULL,,"Follow up","As per discussed he need Cromwell item price with MRP and discount","Quote sent with 12% discount.Pathik doshi need more item quote.",Meeting,1532613765#206,25808,"Pending Approval"
8317,"2018-07-26 16:04:18",59,NULL,,"Follow up","I Met Mr.-Deepak Matkar Regarding of Inquiry status and he said this quotation will be In Process and P.O. Received as soon as possible.  ","Inquiry Follow Up.",Meeting,1532621058#594,21499,"Pending Approval"
8318,"2018-07-26 16:06:46",19,NULL,,"Follow up","25648- meeting with Rajen Sir regarding Water pump description details.
19537- follow up with Avni regarding Kalindi invoice no. 20610228 submission issue. 
# Meeting with Debishita HR regarding  goggles order. 
# Meeting with Jatin Sheth regarding coupling Martial supply issue. 
19412- meeting with Reddy Sir regarding Sleeves correct invoice submission. ","Done ",Meeting,1532621206#197,25648,"Pending Approval"
8319,"2018-07-26 16:43:37",112,NULL,,"Follow up","discussed another requirements.currently he require borosil test tube holders with single clamp.
","To send quotation.
",Meeting,1532623417#1125,25031,"Pending Approval"
8320,"2018-07-26 16:45:37",112,NULL,,"Follow up","Follow to quotation he told he raised PR for hose pipes.
","To follow for PO.
",Meeting,1532623537#1129,21299,"Pending Approval"
8321,"2018-07-26 18:09:09",25,NULL,,Closure,"Got PO for the said inquiry of nederman make electric hose reel Value 32372 INR","Acknowledge and execute properly.","Phone call",1532628549#253,21163,"Pending Approval"
8322,"2018-07-26 18:13:35",25,NULL,,Closure,"Got PO for the said inquiry of Vickers make flow control valves value 87504 INR","Execute properly","Phone call",1532628815#257,20662,"Pending Approval"
8323,"2018-07-26 18:19:44",25,NULL,,Closure,"Got PO for the remaining hand tools of Stanley proto Kennedy make value 138158 INR","Acknowledge and execute properly",Meeting,1532629184#257,17532,"Pending Approval"
8324,"2018-07-26 19:37:26",108,8212,"For BMRO Business.","First Meeting/Intro Meeting","He is looking after all Engineering items. Earlier this kind of profile was look after by Mr. Som Nath. Discuss with him about our activities. He will send us inquiries very shortly. We need to submit the quote within 24 hours after receiving the inquiry. The payment terms is 60 - 70 days but in P.O, it\'s mentioned as 30 days.","Need to have further interaction.",Meeting,1532633846#1086,25828,"Pending Approval"
8325,"2018-07-27 09:33:13",158,NULL,,Closure,"anti-static reflective jacket of XL size, he wanted large L size but we adjusted only the thing was he was dis-appointed with  tax invoice","i just want to bring one thing in to notice that the client wants the description mentioned in tax invoice same as the purchase order and / or enquiry because if description differs then he doesn't accept the invoice ",Meeting,1532683993#1585,25025,"Pending Approval"
8326,"2018-07-27 14:28:44",19,NULL,,"Follow up","25634- meeting with Nitin Kawa regarding invoice no 20610295 submittion 
#25779- follow up with Kishan Lal regarding order confirmation 
#25209- follow up with Ami regarding quotation Stsus. 
25209- follow up with Sapan Sir regarding inquiry no. 25209 Stsus. 
#follow up with Sapan Sir regarding Alstom out standing payments ","Still working  ",Meeting,1532701724#193,25634,"Pending Approval"
8327,"2018-07-27 17:11:16",172,NULL,,"Follow up","Still this inquiry is open,  he will revert us soon. ","Will follow up again in next week","Phone call",1532711476#1723,25429,Approved
8328,"2018-07-27 17:52:58",112,NULL,,"Follow up","Took follow up for another requirements.he told he will share requirement as its comes.
","To follow up for inquiry.
",Meeting,1532713979#1128,19994,"Pending Approval"
8329,"2018-07-27 17:58:26",25,NULL,,Closure,"Got PO for the said inquiry of SS corrugated hoses value 48333 INR","Execute properly",Meeting,1532714306#256,25795,"Pending Approval"
8330,"2018-07-27 18:02:05",25,NULL,,Closure,"Got PO for the said inquiry of Stahwille make hand tools value 70437 INR","Execute timely.",Meeting,1532714526#254,21414,"Pending Approval"
8331,"2018-07-27 18:04:36",108,3870,"For Canteen Chair.","Follow up","Discussed about canteen chairs. Ask to send emails to all wardens stating what exactly happened.","Need to have further discussion.",Meeting,1532714676#1087,25859,"Pending Approval"
8332,"2018-07-27 18:15:55",123,NULL,,"Material Delivery","Delivered gauges in that one gauge didn\'t worked properly. Need to replace the material. Also discussed with Mr. Subburaj for orders he said by tomorrow or Monday we will get orders.","Need to follow up with customer for P.O. by Monday",Meeting,1532715355#1236,21192,"Pending Approval"
8333,"2018-07-30 08:20:55",52,NULL,,"Follow up","Replied to ONGC EMAIL and extended the bid validity till 31 8 2018.","Followup  on wednesday",Email,1532938855#5210,18705,"Pending Approval"
8334,"2018-07-30 11:01:04",52,NULL,,"Follow up","Offer followup","Followup tomorrow",Email,1532948464#527,25635,"Pending Approval"
8335,"2018-07-30 13:08:53",158,NULL,,"Follow up","As discussed, due to urgency, the client needed 10 number size safety shoe since he needed the shoe of bullwark but due to urgency and non availability of bullwark shoe at present we delivered him scott (work toes) safety shoe of 10 number size","We need to close the call of 11 pairs of safety shoe and fortunately i found one such supplier from gujarat so as we are working on this enquiry we will try to close the call within this week or latest by next mid week respectively",Meeting,1532956134#1584,21276,"Pending Approval"
8336,"2018-07-30 15:00:05",97,NULL,,"Follow up","Demo and follow up","Follow up",Meeting,1532962805#974,21184,"Pending Approval"
8337,"2018-07-30 15:45:28",20,NULL,,Negotiation,"Final No regret offer sent to Bhavana Mam but he need material urgently","discussed with Supplier for same.Material is ready at supplier end..Got confirmation from IR for same",Meeting,1532965528#208,25677,"Pending Approval"
8338,"2018-07-30 15:57:19",20,NULL,,"Follow up","As per discussed with Pravin from Account need to cancel invoice as same SKU booked in invoice.","Invoice cancelled and revised invoice generated.Tomorrow ranjit will replace the material in ABB ","Phone call",1532966239#206,25088,"Pending Approval"
8339,"2018-07-30 16:01:26",20,NULL,,"Follow up","As per got online inquiry from customer regarding welding electrode inquiry float to supplier","Need to source by tomorrow as it is regular requirement","Phone call",1532966486#205,25919,Rejected
8340,"2018-07-30 16:02:59",20,NULL,,"Follow up","As per got online inquiry from customer regarding welding electrode inquiry float to supplier","Need to source by tomorrow as it is regular requirement","Phone call",1532966579#208,25919,Approved
8341,"2018-07-30 16:23:08",20,NULL,,"Follow up","As per got call from user he need quote urgently as requirement is urgent.Discussed with perfect enterprise for quote ","Quote sent","Phone call",1532967788#209,25860,"Pending Approval"
8342,"2018-07-30 16:27:30",20,NULL,,"Follow up","As per got call from user he need quote urgently as requirement is urgent.Discussed with perfect enterprise for quote ","Quote sent","Phone call",1532968050#204,25860,Approved
8343,"2018-07-30 16:35:05",108,NULL,,"Follow up","He got the approval of following two items:-

ELCB 4 plole 63Amp, 300mA,Make-Schneider                            6

MCB 4 pole 100Amp, 300mA,Make-Schneider                             6

The user wanted it immediately. Told him that we can delivered it by 04 August 2018. He will discuss with user and get back to us with purchase order.","Need to contact him again.",Meeting,1532968505#1087,25374,Approved
8344,"2018-07-30 16:45:58",123,NULL,,Closure,"Order lost. Our prices are 12,000/- higher than competitor.","Need to follow up for new enquiries",Meeting,1532969158#1238,25684,"Pending Approval"
8345,"2018-07-30 16:47:12",108,0,"For BMRO business.","Follow up","Discussed with him our activities. Asked to meet him again sometime next week.","Need to meet him again.",Meeting,1532969232#1087,25927,"Pending Approval"
8346,"2018-07-30 16:50:19",123,NULL,,"Follow up","Follow up with Subburaj he said he is waiting for P.R. by tomorrow he will release the P.O.","Need to follow up with Subburaj by tomorrow",Meeting,1532969419#1236,25598,"Pending Approval"
8347,"2018-07-30 18:19:22",25,NULL,,Closure,"Got PO for the said inquiry of Atlas copco make battery gun value 103650 INR","Acknowledge and execute properly.","Phone call",1532974762#257,17845,Approved
8348,"2018-07-30 18:24:36",172,8222,"Introduction meeting ","First Meeting/Intro Meeting","He will send us inquiry as require. ","I send him company profile. ",Meeting,1532975076#1726,25928,Approved
