Sr,SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
12052,BM0M2H2,SCHNEIDER OPALE 3 Module Universal Grid & 3 M Cover Frame - Matt Gold - AAKX0754,"SCHNEIDER ELECTRIC OPALE 3 Module Universal Grid & 3 M Cover Frame, Color Matt Gold - AAKX0754",SCHNEIDER ELECTRIC,AAKX0754,
12053,BM0M2G3,SCHNEIDER OPALE 3 Module Universal Grid & 3 M Cover Frame - Matt Silver - AAKX0744,"SCHNEIDER ELECTRIC OPALE 3 Module Universal Grid & 3 M Cover Frame, Color Matt Silver - AAKX0744",SCHNEIDER ELECTRIC,AAKX0744,
12054,BM0M2D8,SCHNEIDER OPALE 3 Module Universal Grid & 3 M Cover Frame - White - X0733WH,"SCHNEIDER ELECTRIC OPALE 3 Module Universal Grid & 3 M Cover Frame, Color White - X0733WH",SCHNEIDER ELECTRIC,X0733WH,
12055,BM0M2O2,"SCHNEIDER OPALE 3 Pin Angle Plug Round Pin, 250V, 20A - 56PA320-EO","SCHNEIDER ELECTRIC OPALE 3 Pin Angle Plug Round Pin, Voltage 250V, Current 20A - 56PA320-EO",SCHNEIDER ELECTRIC,56PA320-EO,
12056,BM0M2O3,"SCHNEIDER OPALE 3 Pin Angle Plug Round Pin, 250V, 32A - 56PA332-EO","SCHNEIDER ELECTRIC OPALE 3 Pin Angle Plug Round Pin, Voltage 250V, Current 32A - 56PA332-EO",SCHNEIDER ELECTRIC,56PA332-EO,
12057,BM0M2O1,"SCHNEIDER OPALE 3 Pin Angle Plug, 250V, 16A Indian Standard - 56PA316RP-GY-EX","SCHNEIDER ELECTRIC OPALE 3 Pin Angle Plug, Voltage 250V, Current 16A - 56PA316RP-GY-EX",SCHNEIDER ELECTRIC,56PA316RP-GY-EX,
12058,BM0M2L1,"SCHNEIDER OPALE 20A 3-Pin Socket Outlet with Shutter, Coke Grey - AAKY2206","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutte, Current 20A, Color Coke Grey - AAKY2206",SCHNEIDER ELECTRIC,AAKY2206,
12059,BM0M2K3,"SCHNEIDER OPALE 20A 3-Pin Socket Outlet with Shutter, White - X2206WH","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutte, Current 20A, Color White - X2206WH",SCHNEIDER ELECTRIC,X2206WH,
12060,BM0M2K4,"SCHNEIDER OPALE 25A 3-Pin Socket Outlet with Shutter, White - X2207WH","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 25A, Color White - X2207WH",SCHNEIDER ELECTRIC,X2207WH,
12061,BM0M2K8,"SCHNEIDER OPALE 16A 3-Pin Socket Outlet with Shutter, Coke Grey - AAKY2103","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 16A, Color Coke Grey - AAKY2103",SCHNEIDER ELECTRIC,AAKY2103,
12062,BM0M2K0,"SCHNEIDER OPALE 16A 3-Pin Socket Outlet with Shutter, White - X2103WH","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 16A, Color White - X2103WH",SCHNEIDER ELECTRIC,X2103WH,
12063,BM0M2L2,"SCHNEIDER OPALE 25A 3-Pin Socket Outlet with Shutter, Coke Grey - AAKY2207","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 25A, Color Coke Grey - AAKY2207",SCHNEIDER ELECTRIC,AAKY2207,
12064,BM0M2K9,"SCHNEIDER OPALE 6A/16A 3-Pin Socket Outlet with Shutter, Coke Grey - AAKY2106","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 6-16A, Color Coke Grey - AAKY2106",SCHNEIDER ELECTRIC,AAKY2106,
12065,BM0M2K1,"SCHNEIDER OPALE 6A/16A 3-Pin Socket Outlet with Shutter, White - X2106WH","SCHNEIDER ELECTRIC OPALE 3 Pin Socket Outlet with Shutter, Current 6-16A, Color White - X2106WH",SCHNEIDER ELECTRIC,X2106WH,
12066,BM0M2M9,"SCHNEIDER OPALE 3 Pin Socket Less Enclosure, 250V 16A Indian Standard - 56SO316RP-LE-GY-EX","SCHNEIDER ELECTRIC OPALE 3 Pin Surface Socket Outlet, Voltage 250V, Current 16A - 56SO316RP-LE-GY-EX",SCHNEIDER ELECTRIC,56SO316RP-LE-GY-EX,
12067,BM0M2N0,"SCHNEIDER OPALE 3 Pin, Socket Round Pin, Less Enclosure, 250V, 20A - 56SO320LE-GY","SCHNEIDER ELECTRIC OPALE 3 Pin Surface Socket Outlet, Voltage 250V, Current 20A - 56SO320LE-GY",SCHNEIDER ELECTRIC,56SO320LE-GY,
12068,BM0M2N1,"SCHNEIDER OPALE 3 Pin, Socket Round Pin, Less Enclosure, 250V, 32A - 56SO332LE-GY","SCHNEIDER ELECTRIC OPALE 3 Pin Surface Socket Outlet, Voltage 250V, Current 32A - 56SO332LE-GY",SCHNEIDER ELECTRIC,56SO332LE-GY,
12069,BM9L9W8,"SCHNEIDER Opale 3-Pin Socket Outlet with Shutter, Current Rating 16A, Colour White","SCHNEIDER ELECTRIC OPALE 3-Pin Socket Outlet with Shutter, Current Rating 16A, Colour White",SCHNEIDER ELECTRIC,,
12070,BM0M2T3,"SCHNEIDER OPALE Wall Plate, Flush Surround, 56FA4-GY","SCHNEIDER ELECTRIC OPALE 4 Gang Surround Flush Wall Plate, Depth 13 mm, Length 254 mm, Width 254 mm - 56FA4-GY",SCHNEIDER ELECTRIC,56FA4-GY,
12071,BM0M2P5,"SCHNEIDER OPALE Adaptable Enclosure 4 Gangpoints, 198 X 198 X 140 mm - 56DB4-GY","SCHNEIDER ELECTRIC OPALE 4 Gangpoint Adaptable Enclosure, Height 198 mm, Width 198 mm, Depth 140 mm - 56DB4-GY",SCHNEIDER ELECTRIC,56DB4-GY,
12072,BM0M2Q2,"SCHNEIDER OPALE 4 Gangpoints, 204 X 198 X 90mm - 56JB4-GY","SCHNEIDER ELECTRIC OPALE 4 Gangpoints Junction Box, Size 204 X 198 X 90 mm - 56JB4-GY",SCHNEIDER ELECTRIC,56JB4-GY,
12073,BM0M2E9,SCHNEIDER OPALE 4 M Grid & 4 M Cover Frame - Coke Grey - AAKY0804,"SCHNEIDER ELECTRIC OPALE 4 Module Grid & 4 Module Cover Frame, Colour Coke Grey - AAKY0804",SCHNEIDER ELECTRIC,AAKY0804,
12074,BM0M2H3,SCHNEIDER OPALE 4 M Grid & 4 M Cover Frame - Matt Gold - AAKX0755,"SCHNEIDER ELECTRIC OPALE 4 Module Grid & 4 Module Cover Frame, Colour Matt Gold - AAKX0755",SCHNEIDER ELECTRIC,AAKX0755,
12075,BM0M2G4,SCHNEIDER OPALE 4 M Grid & 4 M Cover Frame - Matt Silver - AAKX0745,"SCHNEIDER ELECTRIC OPALE 4 Module Grid & 4 Module Cover Frame, Colour Matt Silver - AAKX0745",SCHNEIDER ELECTRIC,AAKX0745,
12076,BM0M2D9,SCHNEIDER OPALE 4 M Grid & 4 M Cover Frame - White - X0704,"SCHNEIDER ELECTRIC OPALE 4 Module Grid & 4 Module Cover Frame, Colour White - X0704",SCHNEIDER ELECTRIC,X0704,
12077,BM0M2J1,"SCHNEIDER OPALE Metal Box 4 modules, 0.8 mm - GE0104","SCHNEIDER ELECTRIC OPALE 4 Module Metal Box, Size 0.8 mm - GE0104",SCHNEIDER ELECTRIC,GE0104,
12078,BM0M2I3,"SCHNEIDER OPALE Metal Box 4 modules, 1 mm - GR1104","SCHNEIDER ELECTRIC OPALE 4 Module Metal Box, Size 1 mm - GR1104",SCHNEIDER ELECTRIC,GR1104,
12079,BM0M2O4,"SCHNEIDER OPALE 4 Pin Angle Plug Round Pin, 500V, 20A - 56PA420-EO","SCHNEIDER ELECTRIC OPALE 4 Pin Angle Plug Round Pin, Voltage 500V, Current 20A - 56PA420-EO",SCHNEIDER ELECTRIC,56PA420-EO,
12080,BM0M2O5,"SCHNEIDER OPALE 4 Pin Angle Plug Round Pin, 500V, 32A - 56PA432-EO","SCHNEIDER ELECTRIC OPALE 4 Pin Angle Plug Round Pin, Voltage 500V, Current 32A - 56PA432-EO",SCHNEIDER ELECTRIC,56PA432-EO,
12081,BM0M2O6,"SCHNEIDER OPALE 4 Pin Angle Plug Round Pin, 500V, 40A - 56PA440-EO","SCHNEIDER ELECTRIC OPALE 4 Pin Angle Plug Round Pin, Voltage 500V, Current 40A - 56PA440-EO",SCHNEIDER ELECTRIC,56PA440-EO,
12082,BM0M2O7,"SCHNEIDER OPALE 4 Pin Angle Plug Round Pin, 500V, 50A - 56PA450-EO","SCHNEIDER ELECTRIC OPALE 4 Pin Angle Plug Round Pin, Voltage 500V, Current 50A - 56PA450-EO",SCHNEIDER ELECTRIC,56PA450-EO,
12083,BM0M2N2,"SCHNEIDER OPALE 4 Pin, Socket Round Pin, Less Enclosure, 500V, 20A - 56SO420LE-GY","SCHNEIDER ELECTRIC OPALE 4 Round Pin Socket Less Enclosure, Voltage 500V, Current 20A - 56SO420LE-GY",SCHNEIDER ELECTRIC,56SO420LE-GY,
12084,BM0M2N3,"SCHNEIDER OPALE 4 Pin, Socket Round Pin, Less Enclosure, 500V, 32A - 56SO432LE-GY","SCHNEIDER ELECTRIC OPALE 4 Round Pin Socket Less Enclosure, Voltage 500V, Current 32A - 56SO432LE-GY",SCHNEIDER ELECTRIC,56SO432LE-GY,
12085,BM0M2N4,"SCHNEIDER OPALE 4 Pin, Socket Round Pin, Less Enclosure, 500V, 40A - 56SO440LE-GY","SCHNEIDER ELECTRIC OPALE 4 Round Pin Socket Less Enclosure, Voltage 500V, Current 40A - 56SO440LE-GY",SCHNEIDER ELECTRIC,56SO440LE-GY,
12086,BM0M2N5,"SCHNEIDER OPALE 4 Pin, Socket Round Pin, Less Enclosure, 500V, 50A - 56SO450LE-GY","SCHNEIDER ELECTRIC OPALE 4 Round Pin Socket Less Enclosure, Voltage 500V, Current 50A - 56SO450LE-GY",SCHNEIDER ELECTRIC,56SO450LE-GY,
12087,BM0M2N6,"SCHNEIDER OPALE 5 Pin, Socket Round Pin, Less Enclosure, 500V, 10A - 56SO510LE-GY","SCHNEIDER ELECTRIC OPALE 5 Round Pin Socket Less Enclosure, Voltage 500V, Current 10A - 56SO510LE-GY",SCHNEIDER ELECTRIC,56SO510LE-GY,
12088,BM0M2N7,"SCHNEIDER OPALE 5 Pin, Socket Round Pin, Less Enclosure, 500V, 20A - 56SO520LE-GY","SCHNEIDER ELECTRIC OPALE 5 Round Pin Socket Less Enclosure, Voltage 500V, Current 20A - 56SO520LE-GY",SCHNEIDER ELECTRIC,56SO520LE-GY,
12089,BM0M2N8,"SCHNEIDER OPALE 5 Pin, Socket Round Pin, Less Enclosure, 500V, 32A - 56SO532LE-GY","SCHNEIDER ELECTRIC OPALE 5 Round Pin Socket Less Enclosure, Voltage 500V, Current 32A - 56SO532LE-GY",SCHNEIDER ELECTRIC,56SO532LE-GY,
12090,BM0M2N9,"SCHNEIDER OPALE 5 Pin, Socket Round Pin, Less Enclosure, 500V, 40A - 56SO540LE-GY","SCHNEIDER ELECTRIC OPALE 5 Round Pin Socket Less Enclosure, Voltage 500V, Current 40A - 56SO540LE-GY",SCHNEIDER ELECTRIC,56SO540LE-GY,
12091,BM0M2O0,"SCHNEIDER OPALE 5 Pin, Socket Round Pin, Less Enclosure, 500V, 50A - 56SO550LE-GY","SCHNEIDER ELECTRIC OPALE 5 Round Pin Socket Less Enclosure, Voltage 500V, Current 50A - 56SO550LE-GY",SCHNEIDER ELECTRIC,56SO550LE-GY,
12092,BM0M2P7,"SCHNEIDER OPALE Adaptable Enclosure 6 Gangpoints, 294 X 198 X 140 mm - 56DB6-GY - BM0M2P7","SCHNEIDER ELECTRIC OPALE 6 Gangpoint Adaptable Enclosure, Height 294 mm, Width 198 mm, Depth 140 mm - 56DB6-GY",SCHNEIDER ELECTRIC,56DB6-GY,
12093,BM9E3L7,"SCHNEIDER OPALE Adaptable Enclosure 6 Gangpoints, 294 X 198 X 140 mm - 56DB6-GY - BM9E3L7","SCHNEIDER ELECTRIC OPALE 6 Gangpoint Adaptable Enclosure, Height 294 mm, Width 198 mm, Depth 140 mm - 56DB6-GY",SCHNEIDER ELECTRIC,56DB6-GY,TRUE
12094,BM0M2P6,"SCHNEIDER OPALE Adaptable Enclosure 6 Gangpoints, 294 X 198 X 180 mm - 56XDB6-GY","SCHNEIDER ELECTRIC OPALE 6 Gangpoint Adaptable Enclosure, Height 294 mm, Width 198 mm, Depth 184 mm - 56XDB6-GY",SCHNEIDER ELECTRIC,56XDB6-GY,
12095,BM0M2F0,SCHNEIDER OPALE 6 M Grid & 6 M Cover Frame - Coke Grey - AAKY0806,"SCHNEIDER ELECTRIC OPALE 6 Module Grid & 6 Module Cover Frame, Colour Coke Grey - AAKY0806",SCHNEIDER ELECTRIC,AAKY0806,
12096,BM0M2H4,SCHNEIDER OPALE 6 M Grid & 6 M Cover Frame - Matt Gold - AAKX0756,"SCHNEIDER ELECTRIC OPALE 6 Module Grid & 6 Module Cover Frame, Colour Matt Gold - AAKX0756",SCHNEIDER ELECTRIC,AAKX0756,
12097,BM0M2G5,SCHNEIDER OPALE 6 M Grid & 6 M Cover Frame - Matt Silver - AAKX0746,"SCHNEIDER ELECTRIC OPALE 6 Module Grid & 6 Module Cover Frame, Colour Matt Silver - AAKX0746",SCHNEIDER ELECTRIC,AAKX0746,
12098,BM0M2E0,SCHNEIDER OPALE 6 M Grid & 6 M Cover Frame - White - X0706,"SCHNEIDER ELECTRIC OPALE 6 Module Grid & 6 Module Cover Frame, Colour White - X0706",SCHNEIDER ELECTRIC,X0706,
12099,BM0M2I4,"SCHNEIDER OPALE Metal Box 6 modules, 1 mm - GR1106","SCHNEIDER ELECTRIC OPALE 6 Module Metal Box, Size 1 mm - GR1106",SCHNEIDER ELECTRIC,GR1106,
12100,BM0M2F1,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Linear - Coke Grey - AAKY0808,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Linear Cover Frame, Colour Coke Grey - AAKY0808",SCHNEIDER ELECTRIC,AAKY0808,
12101,BM0M2H5,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Linear - Matt Gold - AAKX0757,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Linear Cover Frame, Colour Matt Gold - AAKX0757",SCHNEIDER ELECTRIC,AAKX0757,
12102,BM0M2G6,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Linear - Matt Silver - AAKX0747,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Linear Cover Frame, Colour Matt Silver - AAKX0747",SCHNEIDER ELECTRIC,AAKX0747,
12103,BM0M2E1,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Linear - White - X0708,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Linear Cover Frame, Colour White - X0708",SCHNEIDER ELECTRIC,X0708,
12104,BM0M2F2,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Square - Coke Grey - AAKY0809,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Square Cover Frame, Colour Coke Grey - AAKY0809",SCHNEIDER ELECTRIC,AAKY0809,
12105,BM0M2H6,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Square - Matt Gold - AAKX0758,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Square Cover Frame, Colour Matt Gold - AAKX0758",SCHNEIDER ELECTRIC,AAKX0758,
12106,BM0M2G7,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Square - Matt Silver - AAKX0748,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Square Cover Frame, Colour Matt Silver - AAKX0748",SCHNEIDER ELECTRIC,AAKX0748,
12107,BM0M2E2,SCHNEIDER OPALE 8 M Grid & 8 M Cover Frame Square - White - X0709,"SCHNEIDER ELECTRIC OPALE 8 Module Grid & 8 Module Square Cover Frame, Colour White - X0709",SCHNEIDER ELECTRIC,X0709,
12108,BM0M2I5,"SCHNEIDER OPALE Metal Box 8 modules , Linear, 1 mm - GR1108","SCHNEIDER ELECTRIC OPALE 8 Module Linear Metal Box, Size 1 mm - GR1108",SCHNEIDER ELECTRIC,GR1108,
12109,BM0M2I6,"SCHNEIDER OPALE Metal Box 8 modules , Square, 1 mm - GR1109","SCHNEIDER ELECTRIC OPALE 8 Module Square Metal Box, Size 1 mm - GR1109",SCHNEIDER ELECTRIC,GR1109,
12110,BM0M2P8,"SCHNEIDER OPALE Adaptable Enclosure 9 Gangpoints, 294 X 294 X 180 mm - 56DB9-GY","SCHNEIDER ELECTRIC OPALE 9 Gangpoint Adaptable Enclosure, Height 294 mm, Width 294 mm, Depth 140 mm - 56DB9-GY",SCHNEIDER ELECTRIC,56DB9-GY,
12111,BM0M2R4,"SCHNEIDER OPALE Adaptable Box, 108L X 108W X 76H mm - 265/3-GY","SCHNEIDER ELECTRIC OPALE Adaptable Box, Length 108 mm, Width 108 mm, Height 76 mm - 265/3-GY",SCHNEIDER ELECTRIC,265/3-GY,
12112,BM0M2R5,"SCHNEIDER OPALE Adaptable Box, 163L X 108W X 81H mm - 265/4-GY","SCHNEIDER ELECTRIC OPALE Adaptable Box, Length 163 mm, Width 108 mm, Height 81 mm - 265/4-GY",SCHNEIDER ELECTRIC,265/4-GY,
12113,BM0M2R6,"SCHNEIDER OPALE Adaptable Box, 211L X 108W X 81H mm - 265/5-GY","SCHNEIDER ELECTRIC OPALE Adaptable Box, Length 211 mm, Width 108 mm, Height 81 mm - 265/5-GY",SCHNEIDER ELECTRIC,265/5-GY,
12114,BM0M2R7,"SCHNEIDER OPALE Adaptable Box , 300L X 200W X 152H mm - 265/7-GY","SCHNEIDER ELECTRIC OPALE Adaptable Box, Length 300mm, Width 200mm, Height 152 mm - 265/7-GY",SCHNEIDER ELECTRIC,265/7-GY,
12115,BM0M2R3,"SCHNEIDER OPALE Adaptable Box, 77L X 77W X 54H mm - 265/1-GY","SCHNEIDER ELECTRIC OPALE Adaptable Box, Length 77 mm, Width 77 mm, Height 54 mm - 265/1-GY",SCHNEIDER ELECTRIC,265/1-GY,
12116,BM0M2S6,SCHNEIDER OPALE Adaptable Enclosure - 763-GY,"SCHNEIDER ELECTRIC OPALE Adaptable Enclosure, Size 108 X 108 X 139 mm - 763-GY",SCHNEIDER ELECTRIC,763-GY,
12117,BM0M2S7,SCHNEIDER OPALE Adaptable Enclosure - 764-GY,"SCHNEIDER ELECTRIC OPALE Adaptable Enclosure, Size 163 X 108 X 142 mm - 764-GY",SCHNEIDER ELECTRIC,764-GY,
12118,BM0M2S8,SCHNEIDER OPALE Adaptable Enclosure - 765-GY,"SCHNEIDER ELECTRIC OPALE Adaptable Enclosure, Size 211 X 108 X 139 mm - 765-GY",SCHNEIDER ELECTRIC,765-GY,
12119,BM0M2F7,"SCHNEIDER OPALE Adaptor Plate for 30 Series Mechanism, Colour Coke Grey","SCHNEIDER ELECTRIC OPALE Adaptor Plate for 30 Series Mechanism, Colour Coke Grey - AAKY0002",SCHNEIDER ELECTRIC,AAKY0002,
12120,BM0M2F6,"SCHNEIDER OPALE Adaptor Plate for 30 Series Mechanism, Colour White","SCHNEIDER ELECTRIC OPALE Adaptor Plate for 30 Series Mechanism, Colour White - X0002WH",SCHNEIDER ELECTRIC,X0002WH,
12121,BM0M2X0,"SCHNEIDER OPALE 6 A Bell Push Switch with Indicator, Coke Grey - AAKY1085","SCHNEIDER ELECTRIC OPALE Bell Push Switch with Indicator, Current 6A, Colour Coke Grey - AAKY1085",SCHNEIDER ELECTRIC,AAKY1085,
12122,BM0M2W6,"SCHNEIDER OPALE 6 A Bell Push Switch with Indicator, White - X1085WH","SCHNEIDER ELECTRIC OPALE Bell Push Switch with Indicator, Current 6A, Colour White - X1085WH",SCHNEIDER ELECTRIC,X1085WH,
12123,BM0M2W8,"SCHNEIDER OPALE 6 A Bell Push Switch, Coke Grey - AAKY1005","SCHNEIDER ELECTRIC OPALE Bell Push Switch, Current 6A, Colour Coke Grey - AAKY1005",SCHNEIDER ELECTRIC,AAKY1005,
12124,BM0M2W4,"SCHNEIDER OPALE 6 A Bell Push Switch, White - X1005WH","SCHNEIDER ELECTRIC OPALE Bell Push Switch, Current 6A, Colour White - X1005WH",SCHNEIDER ELECTRIC,X1005WH,
12125,BM0M2F8,"SCHNEIDER OPALE Blank off Unit (1 M), White - X0001WH","SCHNEIDER ELECTRIC OPALE Blind Cover, Color White - X0001WH",SCHNEIDER ELECTRIC,X0001WH,
12126,BM0M2L0,"SCHNEIDER OPALE 13A BS Flat Pin Socket Outlet with Shutter, Coke Grey - AAKY2403","SCHNEIDER ELECTRIC OPALE BS Flat Pin Socket Outlet with Shutter, Current 13A, Color Coke Grey - AAKY2403",SCHNEIDER ELECTRIC,AAKY2403,
12127,BM0M2K2,"SCHNEIDER OPALE 13A BS Flat Pin Socket Outlet with Shutter, White - X2403WH","SCHNEIDER ELECTRIC OPALE BS Flat Pin Socket Outlet with Shutter, Current 13A, Color White - X2403WH",SCHNEIDER ELECTRIC,X2403WH,
12128,BM0M2C0,"SCHNEIDER OPALE Buzzer, Coke Grey - AAKY3300","SCHNEIDER ELECTRIC OPALE Buzzer, Color Coke Grey - AAKY3300",SCHNEIDER ELECTRIC,AAKY3300,
12129,BM0M2B9,"SCHNEIDER OPALE Buzzer, White - X3300WH","SCHNEIDER ELECTRIC OPALE Buzzer, Color White - X3300WH",SCHNEIDER ELECTRIC,X3300WH,
12130,BM0M2Q4,"SCHNEIDER OPALE Condention Drain, 56D",SCHNEIDER ELECTRIC OPALE Condention Drain - 56D,SCHNEIDER ELECTRIC,56D,
12131,BM0M3A7,"SCHNEIDER OPALE Dimmer 1200W, Coke Grey - AAKY3012","SCHNEIDER ELECTRIC OPALE Dimmer, Power 1200W, Colour Coke Grey - AAKY3012",SCHNEIDER ELECTRIC,AAKY3012,
12132,BM0M3A3,"SCHNEIDER OPALE Dimmer 1200W, White - X3012WH","SCHNEIDER ELECTRIC OPALE Dimmer, Power 1200W, Colour White - X3012WH",SCHNEIDER ELECTRIC,X3012WH,
12133,BM0M3A6,"SCHNEIDER OPALE Dimmer 400W, Coke Grey - AAKY3004","SCHNEIDER ELECTRIC OPALE Dimmer, Power 400W, Colour Coke Grey - AAKY3004",SCHNEIDER ELECTRIC,AAKY3004,
12134,BM0M3A2,"SCHNEIDER OPALE Dimmer 400W, White - X3004WH","SCHNEIDER ELECTRIC OPALE Dimmer, Power 400W, Colour White - X3004WH",SCHNEIDER ELECTRIC,X3004WH,
12135,BM0M2L8,"SCHNEIDER OPALE Double Pole Switch Less Enclosure, 500V 16A - 56SW216LE-GY","SCHNEIDER ELECTRIC OPALE Double Pole Switch Less Enclosure, Voltage 500V, Current 16A - 56SW216LE-GY",SCHNEIDER ELECTRIC,56SW216LE-GY,
12136,BM0M2L9,"SCHNEIDER OPALE Double Pole Switch Less Enclosure, 500V 20A - 56SW220LE-GY","SCHNEIDER ELECTRIC OPALE Double Pole Switch Less Enclosure, Voltage 500V, Current 20A - 56SW220LE-GY",SCHNEIDER ELECTRIC,56SW220LE-GY,
12137,BM0M2M0,"SCHNEIDER OPALE Double Pole Switch Less Enclosure, 500V 32A - 56SW232LE-GY","SCHNEIDER ELECTRIC OPALE Double Pole Switch Less Enclosure, Voltage 500V, Current 32A - 56SW232LE-GY",SCHNEIDER ELECTRIC,56SW232LE-GY,
12138,BM0M2M1,"SCHNEIDER OPALE Double Pole Switch Less Enclosure, 500V 50A - 56SW250LE-GY","SCHNEIDER ELECTRIC OPALE Double Pole Switch Less Enclosure, Voltage 500V, Current 50A - 56SW250LE-GY",SCHNEIDER ELECTRIC,56SW250LE-GY,
12139,BM0M2M2,"SCHNEIDER OPALE Double Pole Switch Less Enclosure, 500V 63A - 56SW263LE-GY","SCHNEIDER ELECTRIC OPALE Double Pole Switch Less Enclosure, Voltage 500V, Current 63A - 56SW263LE-GY",SCHNEIDER ELECTRIC,56SW263LE-GY,
12140,BM0M2C7,"SCHNEIDER OPALE Electric Telecommunication Gripped Cord Outlet, White - X4550WH","SCHNEIDER ELECTRIC OPALE Electric Telecommunication Gripped Cord Outlet, Color White - X4550WH",SCHNEIDER ELECTRIC,X4550WH,
12141,BM0M2D4,"SCHNEIDER OPALE Gripped Cord Outlet, Coke Grey - AAKY4550","SCHNEIDER ELECTRIC OPALE Gripped Cord Outlet, Color Coke Grey - AAKY4550",SCHNEIDER ELECTRIC,AAKY4550,
12142,BM0M2R2,"SCHNEIDER OPALE Junction Box, W226JB-RG-EX - W226JB-RG-EX",SCHNEIDER ELECTRIC OPALE Junction Box - W226JB-RG-EX,SCHNEIDER ELECTRIC,W226JB-RG-EX,
12143,BM0M2J6,SCHNEIDER OPALE Key Tag Switch (Mechanical  Type 20A) - AAKX6005,"SCHNEIDER ELECTRIC OPALE Mechanical Type Key Tag Switch, Current 20A - AAKX6005",SCHNEIDER ELECTRIC,AAKX6005,
12144,BM0M2F5,"SCHNEIDER OPALE Motor Starter Switch, 25 A, Coke Grey - AAKY1186","SCHNEIDER ELECTRIC OPALE Motor Starter Switch, Current 25 A, Colour Coke Grey - AAKY1186",SCHNEIDER ELECTRIC,AAKY1186,
12145,BM0M2F4,"SCHNEIDER OPALE Motor Starter Switch, 25 A, White - X1186WH","SCHNEIDER ELECTRIC OPALE Motor Starter Switch, Current 25 A, Colour White - X1186WH",SCHNEIDER ELECTRIC,X1186WH,
12146,BM0M2L3,"SCHNEIDER OPALE 13A Multi Pin Socket Outlet with Shutter, Coke Grey - AAKY2010","SCHNEIDER ELECTRIC OPALE Multi Pin Socket Outlet with Shutter, Current 13A, Color Coke Grey - AAKY2010",SCHNEIDER ELECTRIC,AAKY2010,
12147,BM0M2K5,"SCHNEIDER OPALE 13A Multi Pin Socket Outlet with Shutter, White - X2010WH","SCHNEIDER ELECTRIC OPALE Multi Pin Socket Outlet with Shutter, Current 13A, Color White - X2010WH",SCHNEIDER ELECTRIC,X2010WH,
12148,BM0M2J2,SCHNEIDER OPALE DND Panel - AAKX6001,SCHNEIDER ELECTRIC OPALE Neon Phase Green Indicator with DND Sign - AAKX6001,SCHNEIDER ELECTRIC,AAKX6001,
12149,BM0M2J4,SCHNEIDER OPALE MMR Panel - AAKX6003,SCHNEIDER ELECTRIC OPALE Neon Phase Green Indicator with MMR Sign - AAKX6003,SCHNEIDER ELECTRIC,AAKX6003,
12150,BM0M2H9,"SCHNEIDER OPALE Neon Phase Indicator, Green - X5002","SCHNEIDER ELECTRIC OPALE Neon Phase Indicator, Colour Green - X5002",SCHNEIDER ELECTRIC,X5002,
12151,BM0M2H8,"SCHNEIDER OPALE Neon Phase Indicator, Red - X5001","SCHNEIDER ELECTRIC OPALE Neon Phase Indicator, Colour Red - X5001",SCHNEIDER ELECTRIC,X5001,
12152,BM0M2I0,"SCHNEIDER OPALE Neon Phase Indicator, Yellow - X5003","SCHNEIDER ELECTRIC OPALE Neon Phase Indicator, Colour Yellow - X5003",SCHNEIDER ELECTRIC,X5003,
12153,BM0M2Q5,"SCHNEIDER OPALE Padlocking Clip, 56LK",SCHNEIDER ELECTRIC OPALE Padlocking Clip - 56LK,SCHNEIDER ELECTRIC,56LK,
12154,BM0M2D3,"SCHNEIDER OPALE RJ45 Cover for Ket Stone Type, Coke Grey - AAKY4050","SCHNEIDER ELECTRIC OPALE RJ 45 Cover for Ket Stone Type, Color Coke Grey - AAKY4050",SCHNEIDER ELECTRIC,AAKY4050,
