Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70201780,N,17/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018111700408375 BITUFLEX SHIPPING A☺,INR,,,,0,0
70200625,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO  796GFC1815640,INR,,,,0,0
70200626,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815570,INR,,,,0,0
70200642,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608285GN00001 ,INR,,,,0,0
70200643,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received form HENKEL Through UTR NO 180608289GN00001 ,INR,,,,0,0
70200644,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO 796GFC1814257,INR,,,,0,0
70200645,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO  796GFC1814272,INR,,,,0,0
70200646,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814453,INR,,,,0,0
70200647,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814336 RTGS Being Amount received from Henkel through FRN NO   796GFC1814336,INR,,,,0,0
70200648,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814339,INR,,,,0,0
70200649,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814351,INR,,,,0,0
70200507,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814274,INR,,,,0,0
70200519,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814464,INR,,,,0,0
70200654,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO    796GFC1815642,INR,,,,0,0
70200594,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR  NO  180608312GN00001 ,INR,,,,0,0
70201446,N,30/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200518,N,24/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,BMPL - Maharshtra,INR,,,,0,0
70200595,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608323GN00001 ,INR,,,,0,0
70200977,N,31/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180731A57GN00042,INR,,,,0,0
70200596,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608311GN00001 ,INR,,,,0,0
70200597,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received form HENKEL Through utr no 180608345GN00001 ,INR,,,,0,0
70200019,N,05/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL through UTR NO 180505303GN00080,INR,,,,0,0
70200399,N,05/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,"HENKEL ADHESIVES TECHNO through UTR NO 180405608GN00035 INV NO 3000792,3000793,3000794,3000795,3000796,3000797,3000798,3000799,3000800,3000802,3000833,3000838",INR,,,,0,0
70200407,N,19/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180419042GN00062 HENKEL ADHESIVES TECHNO,INR,,,,0,0
70201448,N,30/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200611,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815567,INR,,,,0,0
70201450,N,31/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200610,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815595,INR,,,,0,0
70200609,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815662,INR,,,,0,0
70201451,N,30/09/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200506,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO 796GFC1814395,INR,,,,0,0
70201447,N,31/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200614,N,26/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1817861,INR,,,,0,0
70200615,N,26/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO 796GFC1817847,INR,,,,0,0
70200616,N,30/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1818385,INR,,,,0,0
70200617,N,30/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO    796GFC1818379,INR,,,,0,0
70200618,N,30/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO     796GFC1818363,INR,,,,0,0
70200619,N,30/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO    796GFC1818380,INR,,,,0,0
70200627,N,24/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1817518,INR,,,,0,0
70200655,N,11/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1816878,INR,,,,0,0
70200656,N,11/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1816790,INR,,,,0,0
70200657,N,11/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1816874,INR,,,,0,0
70200658,N,24/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO  796GFC1817517,INR,,,,0,0
70200659,N,24/07/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL Through FRN NO   796GFC1817541,INR,,,,0,0
70200638,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812791,INR,,,,0,0
70200639,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812822,INR,,,,0,0
70200640,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812789,INR,,,,0,0
70200588,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO  796GFC1812843,INR,,,,0,0
70200622,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608320GN00001 3,INR,,,,0,0
70200641,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812803,INR,,,,0,0
70200589,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812815,INR,,,,0,0
70200590,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608278GN00001,INR,,,,0,0
70200591,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608288GN00001,INR,,,,0,0
70200592,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608328GN00001,INR,,,,0,0
70200593,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608281GN00001 ,INR,,,,0,0
70200571,N,29/08/18,SC-6735,Aakar Scientific Pvt. Ltd.,,ch no 099230 Being 30 Days PDC 10% Balance amout paid towards Po NO 3300475 inq no 8348 this is for MCNALLY S.P.RS.1600612/- B.P.RS.831516/- MARGIN RS.769096/- (48.05%) -cheque cancelled after 6 month,INR,,,,0,0
70201321,N,07/09/18,SC-01380,Nidhi Enterprises,,ch no 561979 Being Cheque stop by Bhargav,INR,,,,0,0
70202298,N,26/12/18,_SYS00000004601,Bank Interest,,,INR,,,,0,0
70202297,N,28/12/18,_SYS00000004601,Bank Interest,,,INR,,,,0,0
70201215,N,03/09/18,SC-9245,Tata AIG General Insurance Co. Ltd.,,,INR,,,,0,0
70200623,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812811,INR,,,,0,0
70200489,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO    796GFC1815602,INR,,,,0,0
70200624,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608294GN00001,INR,,,,0,0
70200527,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200167 REF NO BPZ18103920999,INR,,,,0,0
70200526,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200105 REF NO BPZ18103920996,INR,,,,0,0
70200531,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200159 UTR Reference no : 180409289GN00001 ,INR,,,,0,0
70200525,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200093 REF NO BPZ18103921000,INR,,,,0,0
70200524,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200196 REF NO BPZ18103921009,INR,,,,0,0
70200523,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200197 REF NO BPZ18103921005,INR,,,,0,0
70200522,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200202 REF NO BPZ18103921011,INR,,,,0,0
70200521,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200203 REF NO BPZ18103921013,INR,,,,0,0
70200520,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200210 REF NO BPZ18103921002,INR,,,,0,0
70200504,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200184 UTR Reference no : 180409265GN00001,INR,,,,0,0
70200503,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200153 REF NO BPZ18103921014,INR,,,,0,0
70200598,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through utr no  180608293GN00001 ,INR,,,,0,0
70202296,N,26/12/18,_SYS00000004601,Bank Interest,,,INR,,,,0,0
70200599,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL Through UTR NO 180608313GN00001 ,INR,,,,0,0
70200600,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812813,INR,,,,0,0
70200601,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812857,INR,,,,0,0
70200608,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815555,INR,,,,0,0
70200607,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815562,INR,,,,0,0
70200602,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL FRN NO 796GFC1812810,INR,,,,0,0
70200603,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO 796GFC1814411,INR,,,,0,0
70200604,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO  796GFC1814467,INR,,,,0,0
70200605,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1815613,INR,,,,0,0
70200501,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO   796GFC1814409,INR,,,,0,0
70200500,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received form HENKEL Through UTR NO 180608295GN00001,INR,,,,0,0
70200499,N,08/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL UTR NO 180608305GN00001 ,INR,,,,0,0
70200488,N,20/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,RTGS Being Amount received from Henkel through FRN NO  796GFC1814471,INR,,,,0,0
70200653,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815552,INR,,,,0,0
70200652,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815654,INR,,,,0,0
70200651,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815633,INR,,,,0,0
70200650,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO   796GFC1815645,INR,,,,0,0
70200606,N,28/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO  796GFC1815557,INR,,,,0,0
70200587,N,24/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from Henkel Through UTR NO 180524112GN00001 ,INR,,,,0,0
70200637,N,22/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received form Henkel through UTR NO 180522323GN00001 ,INR,,,,0,0
70200636,N,22/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received form Henkel through UTR NO 180522335GN00001 ,INR,,,,0,0
70200634,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180511503GN00001 ,INR,,,,0,0
70200633,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180511504GN00001,INR,,,,0,0
70200632,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180511471GN00001  ,INR,,,,0,0
70200586,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180511522GN00001 ,INR,,,,0,0
70200635,N,22/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180522309GN00001 ,INR,,,,0,0
70200585,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1810554,INR,,,,0,0
70200505,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO PFZ100000928729,INR,,,,0,0
70200487,N,11/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 796GFC1810519,INR,,,,0,0
70200631,N,10/05/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from Henkel Through UTR NO 180510044GN00001 ,INR,,,,0,0
70200584,N,21/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180421049GN00001,INR,,,,0,0
70200583,N,21/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180421019GN00001,INR,,,,0,0
70200582,N,21/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180421032GN00001 ,INR,,,,0,0
70200581,N,21/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR Reference no : 180421066GN00001 ,INR,,,,0,0
70200498,N,21/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO 180421074GN00001 ,INR,,,,0,0
70200580,N,16/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO DPI181033918235,INR,,,,0,0
70200579,N,16/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through UTR NO  180416068GN00001,INR,,,,0,0
70200578,N,16/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from Henkel through UTR NO 180416104GN00001,INR,,,,0,0
70200486,N,16/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from Henkel through UTR NO 180416106GN00001,INR,,,,0,0
70200630,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 3000839 UTR Reference no : 180409268GN00001 ,INR,,,,0,0
70200629,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200082 UTR Reference no : 180409290GN00001 ,INR,,,,0,0
70200577,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 3000862 UTR Reference no : 180409269GN00001 ,INR,,,,0,0
70200576,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200075 UTR Reference no : 180409264GN00001 ,INR,,,,0,0
70200575,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200079 UTR Reference no : 180409259GN00001,INR,,,,0,0
70200574,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200208 UTR Reference no : 180409266GN00001 ,INR,,,,0,0
70200573,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200076 UTR Reference no : 180409286GN00001,INR,,,,0,0
70200533,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200041 UTR Reference no : 180409285GN00001,INR,,,,0,0
70200532,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200201 UTR Reference no : 180409285GN00001,INR,,,,0,0
70200530,N,09/04/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from HENKEL through Inv no 20200157 REF NO BPZ18103921015,INR,,,,0,0
70200497,N,29/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL Through FRN NO 796GFC1821387,INR,,,,0,0
70200559,N,13/06/18,1683,Andhra Electronics Ltd.,,NEFT*BARB0KAKINA*BARBP18 164620005*ANDHRA ELECTRON  -TRANSFER FROM 3199415044304,INR,,,,0,0
70200558,N,04/06/18,418,South West Pinnacle Exploration Pvt. Ltd.,,NEFT*HDFC0000240*N155180 555586865*SOUTH WEST PINN  -TRANSFER FROM 3199676044305,INR,,,,0,0
70200542,N,19/04/18,712,Silverline Electricals Pvt. Ltd.,,CH  NO Being Amount received from silverline,INR,,,,0,0
70200513,N,16/08/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being Amount received from Henkel throuGH FRN NO 796GFC1819904,INR,,,,0,0
70200529,N,13/08/18,927,New Era Investment Foundry,,Being Amount received from NEW ERA Through NEFT*KCCB0RTGS4C*,INR,,,,0,0
70200511,N,03/07/18,451,DS Namah Hospitality Pvt. Ltd.,,ch no 023812 Being Amount received from DS NAMAH,INR,,,,0,0
70200479,N,25/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181450498661,INR,,,,0,0
70200481,N,23/04/18,65,Bosch Ltd.,,Being amount received from BOSCH NEFT NO DEUT0797BGL,INR,,,,0,0
70200468,N,27/06/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO UTIB-AXTB181780605724,INR,,,,0,0
70200463,N,25/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181450498664,INR,,,,0,0
70200461,N,25/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181450498759,INR,,,,0,0
70200460,N,25/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from GE POWER Through UTR  NO AXTB181450498550,INR,,,,0,0
70200457,N,28/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181481088656,INR,,,,0,0
70200456,N,17/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181378611821,INR,,,,0,0
70200455,N,17/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181378611926,INR,,,,0,0
70200454,N,03/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181234037857,INR,,,,0,0
70200453,N,03/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181234037971,INR,,,,0,0
70200452,N,03/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181234038082,INR,,,,0,0
70200451,N,03/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181234038112,INR,,,,0,0
70200450,N,03/05/18,13,Alstom Bharat Forge Power Pvt. Ltd.,,Being amount received from ALSTOM Through UTR NO AXTB181234037902,INR,,,,0,0
70200318,N,02/05/18,707,Simplex Infrastructures Ltd.,,ch no 109650 Being amoun treceived from SIMPLEX INFRASTRUCTURE LIMITED,INR,,,,0,0
70200316,N,20/04/18,1579,SD FG McClintoc. Ltd (SDFGML),,NEFT HSBCN18110039941 SHELF DRILLING F G MCCLINT,INR,,,,0,0
70200311,N,30/04/18,264,Oerlikon Balzers Coating India Pvt. Ltd.,,NEFT 000018877505 OERLIKON BALZERS COATING INDIA,INR,,,,0,0
70200300,N,14/06/18,232,Maschio Gaspardo India Pvt. Ltd.,,NEFT N165180564040279 MASCHIO GASPARDO INDIA PVT,INR,,,,0,0
70200294,N,16/05/18,847,KV Fire Chemicals (India) Pvt. Ltd.,,CH NO 534480,INR,,,,0,0
70200274,N,22/05/18,134,GE Oil and Gas (Measurement and Control Advanced Systek),,NEFT HSBCN18142563294 GE OIL GAS INDIA PRIVATE,INR,,,,0,0
