ItemNo,ItemDescription,Service_or_Material,TCS
BM9R8M4,"Silicon Wafer Dia 2"" (0.75mm Thick) ""Dia 0.25mm-0.5mm - 0.75 -1mm""",Service,No
BM9A0E1,"Silicon Wafer Dia 2"" (0.8mm Thick)",Service,No
BM9Q2U6,"Silicon Wafer Dia 3"" (0.75mm Thick)",Service,No
BM9R9L9,"Silicon Wafer Dia 4"" (0.75mm Thick)",Service,No
BM9Z3T7,"Silicon Wafer Dia 4""(0.75mm Thick) ""Dia0.25mm-0.5mm - 0.75 -1mm",Service,No
BM9Z1A3,Silicon Wafer Dia 8 inch 5 patterns 1mm - 0.75mm -0.5mm - 0.25mm...,Service,No
BM9U1T4,Silicon Wafer Dia 8 inch 9 patterns 1mm - 0.75mm -0.5mm - 0.25mm...,Service,No
BM9Z0X7,"Silicon Wafer Dia 8""""Dia0.5mm-0.75mm-1mm-1.25-1.5mm-1.75,,-2mm"" (9 times)0.8mm Thick Time: 200 Min p",Service,No
BM9Q9F9,Silicon wafer personalized name,Service,No
BM9U3Z5,"Silicon Wafer Square Box Dia 2"" (0.75mm Thick)",Service,No
BM9W2J0,"Silicon Wafer With PTZ 50 Micron Coating, ""Dia 2"", Thickness 0.8 mm",Service,No
BM9Y1C5,"Silicon Wafer with PTZ 50 Micron Coating, Dia 2"" Pattern 5,7,11 & 13"", Thickness 8 mm After Laser Pr",Service,No
BM9S1K7,"Silicon Wafer With PZT 3 Micron, 14 X 14 mm, 0.8 mm Thick after leaser processing",Service,No
BM9F9U0,"Silicon Wafer With PZT 3 Micron, Dia 2"", Thickness 0.8 mm",Service,No
BM9F3W4,"Silicon Wafer With PZT 3 Micron, Dia 6"".2"" 0.8 mm Thick Time 20 min per pc",Service,No
BM9T7A8,"Silicon Wafer With PZT 3 Micron, Dia 8"" & Dia 6"", Thickness 0.8 mm, Time: 88 min Per PC",Service,No
BM9B3M3,"Silicon Wafer, Dia 8 mm, Circle Thickness 0.1 mm After Laser Processing",Service,No
BM9S6P9,"Silicon Wafer, Dia 8"" & Dia 2"", Thickness 0.8 mm, Time 20 min Per PC After Laser Processing",Service,No
BM9B3M1,"Silicon Wafers, Thickness 0.8 mm, Dia 2",Service,No
BM9U4I1,"Simpleshow's Wheel Video Format with Color Style Illustrations, Includes Briefing, Script, Illustrat",Service,No
BM9U2V9,"Single Core HV Cable Crimping, Dia 95 Sq. mm",Service,No
BM9F4L0,Single HD Video Camera Setup,Service,No
BM9R4F6,Site Supervision - Bulk Mro At Oil India Assam - D-45426 As Per Po Sr.No. 3,Service,No
BM9S9W5,Site Visit Charges per day,Service,No
BM00041,"Site Visit of two Engineers per Day excluding air fare, Boarding and Lodging. Which may be billed a",Service,No
BM9P5L6,Site Work Charge-BM9P5L6,Service,No
BM9V6V9,SKP 2019 Recap Edits (1 Master Video + 2 Versions),Service,No
BM9K7J5,"Smoke & Toxicity, Cone Calorimeter, Spread of Flame Testings Services",Service,No
BM9P5N7,"So, for Z7.1 Measurement, New Height Bars with New Coordinates Need to be Made & Installed in Fixtur",Service,No
BM9P9H9,Social media activity for Schwarzkopf,Service,No
BM9R3V1,Social Media Creatives,Service,No
BM9R6F1,SOCOMEC UPS Visit Charges,Service,No
BM9Y2Q8,Soft Decor and Entertainment for Applied Materials Family Day on 26th April 2019 at Hotel Peninsula,Service,No
BM9Z0S5,"Soft Oil, Melting Point Temp 70-100 Deg. C",Service,No
BM9Q8L7,Softfoundry Facepro Xpert System SubscriptionFor 1 Year,Service,No
BM9M4H7,Software Installation Charges,Service,No
BM9S2Y4,Soldering Job Work,Service,No
BM9V9J4,Soling (4004),Service,No
BM9G9K7,Solling (6350),Service,No
BM9A5D0,"SPA ECL, Leaflet, Loyalty Card, Service Menu, Mirror Sticker, Tech Manual, Sales Presenter, Trade Sh",Service,No
BM9M7C8N,Special Beverage,Service,No
BM9H0L5H,Special Shoot for Schwarzkopf Digital Shoot,Service,No
BM9A0W7,Spectrum Analyzer(100 Mhz to 3 Ghz) CN0349B240 N9340B,Service,No
BM9V1H4,Split Air Conditioner Capacitor,Service,No
BM9S2C7K,Split Air Conditioner Compressor Fitting and Installation,Service,No
BM9Q8Q6,Split Air Conditioner Gas Filling,Service,No
BM9I1N1,"Split Air Conditioner Service for 1, 1.5 and 2 Ton",Service,No
BM9T8E6,Sponsorship Charges Towards the IFCA Seminar,Service,No
BM9T7U4M,Sponsor-Speaker for Packaging MEA Webinar on Food-safe &Sustainable Adhesives for Laminations & Coat,Service,No
BM9V5Y8,"Squish - GUI Regression Testing Tool , CRM NO MIPL19050835",Service,No
BM9R1O2D,"Squish GUI Regression Testing Tool, CRM NO MIPL19050835",Service,No
BM9X4J6,"SS Mask, Dia 2"", 0.25 mm-0.5 mm-0.75 mm-1 mm, Thickness 2 mm",Service,No
BM9B0R5,"SS Mask, Dia 4"", 0.25mm-0.5mm-0.75mm-1mm, Thickness 2 mm After Laser Processing",Service,No
BM9U3G4,SS Round 5 thk cut 10.50m Dia,Service,No
BM9X0B3,Stainless Steel 12 mm Hole Making,Service,No
BM9X9X5,Stainless Steel Cutting,Service,No
BM9R3N6,Stainless Steel Window Welding and Fitting Work,Service,No
BM9V9V7,"Stamping and Service Charges for Cast Iron Weights ( 20Kg-12 Nos, 10 Kg-1Nos, 5 Kg-1Nos, 1Kg-1Nos)",Service,No
BM9X9D1,Stamping and Service Charges for ESSAE-TERAOKA 60kg Electronic Weighing Scale,Service,No
BM9L0F1,"Stamping and Service Charges for Mettler 5, 3, 100 and 600 Kg Weighing Scale",Service,No
BM9M9M1,Stamping charges,Service,No
BM9T4U9,Stamping Charges,Service,No
BM9M5W9,Stamping charges (Deleted),Service,No
BM00017,Stamping charges Model:DS-215/150 Kg,Service,No
BM9V9Z2,"Statutory Energy Audit, Report Generation & Submission As Per Govt Norms",Service,No
BM9H5N7,Steam VR & View Port setup for Games Entire System Setup,Service,No
BM9P6B9,Straightness Measurement for slide,Service,No
BM9U4E8,Structure- Modifications,Service,No
BM9W5S8,STUFFING CHARGES,Service,No
BM9T5L3,"Style Speak,hair Magzine,Salon Internch, Beauty Launchpad,Femina Salon & Spa Satin Proof",Service,No
BM9C2Q5,Styling Fees,Service,No
BM9H1V8,Subscription Fees: Online Information and Data,Service,No
BM9W5F8,"Sunboard Glossy Printing, Transportation & Installation Charges",Service,No
BM9W9W7,Superior Rooms,Service,No
BM9E8X9,Supervision for MCCB Outgoing Module for 15FD for LTMSB-1 (SYSF611),Service,No
BM9C8Y0,Supervision for MCCB Outgoing Module for 15FD for LTMSB-2 (SYSF612),Service,No
BM9D1I6J,Supervision for MCCB Outgoing Module for 7FD for LTMSB-1 (SYSF611),Service,No
BM9U1N7,Supervision for MCCB Outgoing Module for 7FD for LTMSB-2 (SYSF612),Service,No
BM9Q1T2,Supervision Service Charges,Service,No
BM9K3R8,Supervisor,Service,No
BM9P7X1,"Supervisor Charges For only Inspection of Cooling Towers as well as Taken duty parameters only , N",Service,No
BM9O7Y7,Supply & Installation of Air conditioner 1.5 tons capacity split type (Make-Voltas/Bluestar),Service,No
BM9O6B2,Supply & Installation of Copper AR Cable,Service,No
BM9G8U9,Supply & Installation of Metal Frames for Water Plants to be Installed for Both the Machines for Sup,Service,No
BM9Z4T3,"Supply & Laying of 3 Core Copper Armoured Cables, Cable Size 4 Sq. mm",Service,No
BM9U1P0,Supply and Erection Charges of GI Earth Station,Service,No
BM9R9F1,"Supply and Fixing Charges of End Termination for 3.5C XLPE Al Ar Cable, Size 120 Sq. mm",Service,No
BM9U2D2,"Supply and Installation of 14M Drain Pipe, 14M Copper Pipe and 7M Power Cable",Service,No
BM9B6I1Y,Supply and Installation of Aluminium Piping Along with its Necessary Hardware and Accessories,Service,No
BM9A7A0G,Supply and Installation of Copper & Electrical Cable Along with Gas Charging,Service,No
BM9T7R9N,Supply and Installation of Copper Pipe,Service,No
BM9S0U2,"Supply and Laying Charges of GI Strip, Size 25 X 6 mm, Length 20 Mtr",Service,No
BM9X0W8,Supply of 11KV Danger Sign Boards,Service,No
BM9S2E6,Supply of Encorder with cable & Connector Set for kessler motor,Service,No
BM9P5O6K,Supply of Silica Gel for Breather,Service,No
BM00003,Support,Service,No
BM9K4B3,Surface Dry or Touch Dry,Service,No
BM9F7B4,Survey Monkey Account Renewal,Service,No
BM9X8G8,Swass Plate Piston Oil Seal Kit Returner Plate Sadel Bairing Body Repair,Service,No
BM9L8G8,TA 6000 rotor assembly service charges per day-BM9L8G8,Service,No
BM9J0S7,Tag 7.5 cm x 10.5 cm service,Service,No
BM9J1R3,Tangedco coordination charges for wind energy,Service,No
BM9P9I2,Taxi Fare (Vadodra To Ahemdabad) + Ranchi To Airport,Service,No
BM9Z4H7,Technical analysis Services,Service,No
BM9R3V5,Technical Consultant,Service,No
BM9P7P5,Technical Service assistance for ONGC Projects,Service,No
BM9V9B7,Technical Services at site (Middle East),Service,No
BM9V2V7,Technical Services for LEED Feasibility Study for Project Apurwa,Service,No
BM9I7M5,Technical Testing And Analysis Services,Service,No
BM9P0U1,Technician Visit Charges,Service,No
BM9U7V1,"Technomelt D M 2810 P74436 and Echnomelt Supra 350 H T P74437 for A26718, Sample",Service,No
BM9B9C6,Teflon Sleev for Filling Machine,Service,No
BM9K5O1,TEKTRONIX AFG31022 T5 Standard Warranty Extended To 5 Years,Service,No
BM9X1Y1,TEKTRONIX Calibration Service for 3 Yrs,Service,No
BM9J0L9,TEKTRONIX Standard Warranty Extended to 5 Years,Service,No
BM9H6V3,TEKTRONIX Standard Warranty Extended to 5 Years - AFG31022 R5,Service,No
BM9T4W8,TELESCOPIC GUARD REPEARING FOR(BFW BMV 60 Y AXIS),Service,No
BM9Z8Y3,TELESCOPIC GUARD REPEARING FOR(HAMUEL M/C SHUTTER),Service,No
BM9T7W6,Temerature And Humidity,Service,No
BM9Q9R8,TEMPERATURE GAUGE,Service,No
BM9Y6P1,Temperature gauge 0-120 degree-BM9Y6P1,Service,No
BM9Q6X6,TEMPERATURE TRANSMITTER,Service,No
BM9T8L4,Temperature Transmitter 0-400 C-BM9T8L4,Service,No
BM9Z1R1,Tensile Lap shear strength ASTM D1002,Service,No
BM9P7I0,"Tensile Properties Strength, Elongation,Modulus, Poisson�s Ratio",Service,No
BM9M9S1,Tensile Shear Test as per D3 EN 204,Service,No
BM9F1X6D,Tensile Strength at 25 kN,Service,No
BM9X1Z5,Tensile Testing Machine - Tevs 200 and Hot Air Oven,Service,No
BM9P5B3,Tenth Floor Kartik Sir Cabin Cable Hole Cutting 2/3,Service,No
BM80025,Terminal Handling Charges,Service,No
BM9J6O6,Testing & Certification Charges for Chain Pulley Block,Service,No
BM9W3G7X,Testing & Certification Charges for Conveyor,Service,No
BM9Q1L9G,Testing & Certification Charges for Dock Leveller,Service,No
BM9X2H9,Testing & Certification Charges for Drum Lifter,Service,No
BM9Q5J6,Testing & Certification Charges for Dust Collector,Service,No
BM9R3D7,Testing & Certification Charges for Full Body Harness & Life Line,Service,No
BM9M3K0,Testing & Certification Charges for Hand Pallet Truck,Service,No
BM9G8N1,Testing & Certification Charges for Hydraulic Jack,Service,No
BM9F1Z3,Testing & Certification Charges for Hydraulic Lifter,Service,No
BM9M7A7,Testing & Certification Charges for Mono Rail Hoist,Service,No
BM9V9H9,Testing & Certification Charges for Oven,Service,No
BM9K0M0,Testing & Certification Charges for Power Press,Service,No
BM9J0P8,Testing & Certification Charges for Stacker,Service,No
BM9O5D2,Testing & Certification Charges for Telescopic Ladder,Service,No
BM9O3B1,Testing & Certification Charges for Vessel Moving Trolley,Service,No
BM9W7T7,Testing & Certification of EOT Crane/Hoist/Chain Pulley,Service,No
BM9Y9N7,Testing & Certification of Fork Lift,Service,No
BM9Q9N1F,Testing & Certification of Goods Lift,Service,No
BM9M9Q3Y,Testing & Certification of I Bolts,Service,No
BM9L4I9,Testing & Certification of Shackles,Service,No
BM9U0E9,Testing & Certification of Wire Rope/chain Sling,Service,No
BM9F1O1,Testing a Sample of the Transformer Oil for its Acidity Test,Service,No
BM9Q6O1,Testing a Sample of the Transformer Oil for its Dielectric Strength,Service,No
BM9G1T5,Testing Charges - Abrasion Resistance (ASTM C 704),Service,No
BM9X6A7,"Testing Charges for Fe, Al, pH and Conductivity",Service,No
BM9I7F7,Testing Of Chemical For Thermal Stability Study of Mixture Compound,Service,No
BM9F9I2,Testing Of Chemical For Thermal Stability Study of Single Compound,Service,No
BM9Y5P6,Testing of Cocoa Powder,Service,No
BM9Z8N0,Testing of Hand Pallet / Drum Loader,Service,No
BM9I0P1,Testing of Loctite PVA Craft Glue for Elemental Impurities By ICP-OES,Service,No
BM9E0H2,Testing of Metal Substance Under JIS Z 2801: 2012 Standard,Service,No
BM9F7J4,Testing of Polymer Emulsion,Service,No
BM9X3O0,Testing of Power Press,Service,No
BM9P4X8I,Testing of Pressure Vessels/Compressor,Service,No
BM9P5Z3,"Testing Of Sanitizer Sample For Water Content, IPA, Glycerol & H2O2",Service,No
BM9S2N8,Testing of Sodium Hypochlorite Solution for Free Chlorine,Service,No
BM9P2G7,Testing parameters and charges for water testing-BM9P2G7,Service,No
BM9J2O7,Testisng Inspection Certification (SOP) Drop Test,Service,No
BM9W2P0,Testisng Inspection Certification (SOP) Stack Load,Service,No
BM9I1I5,Testisng Inspection Certification (SOP) Vibration with Load,Service,No
BM9T4O0,The Digital Leap,Service,No
BM9U0X2,The Excipients required for one batch will be suppliedby Medzone. All the coated and uncoated APIs w,Service,No
BM9I5T2,The Finished Goods will be packed in a white opaque HDPE Bottle container. Each container will conta,Service,No
BM9O1K9,The International Council for Machinery Lubrication Technical ( Level - I ) Machine Lubrication Tech,Service,No
BM9C0Z0,Thermal Conductivity As Per IS 3346,Service,No
BM9P7H8,Thermo Gravimetric analysis (TGA) - 5 samples,Service,No
BM9N9V9,"Thermography Services per day, Persons to be deployed-Analyst:01 with Thermal Analyzer, Frequency of",Service,No
BM9N2O9,To & Fro + Local /Lodging & Bording Expense (Gujarat To Assam) As Per Po Sr No. 4,Service,No
BM9J7D4,To Obtain Defects Reports from CEIG Office and Submission of Rectification Report to CEIG Office,Service,No
BM9R2I1,To Transfer 700grams of TMA from Bottle to 1.2 Ltr SST Ampoule,Service,No
BM9Y8A7,TOI Campaing,Service,No
BM9P1V4,Toll Tax,Service,No
BM9T7R1O,Torque Test at 36 kN,Service,No
BM9K2C8,Total Mandays for Fitters,Service,No
BM9U6W7,Total Mandays for Riggers,Service,No
BM9W5Q8,Total Plate Count (IS 5402-2012) MWO- Service,Service,No
BM9V6X4,Total Yeast and Mold Count (IS 5403-2005) MWO- Service,Service,No
BM9K3M8,Towards Analysis Charges Of Your Samples For Bet Surface Area,Service,No
BM9O9N9K,Towards Application Fee for The Golden Peacock National Quality Award-2020,Service,No
BM9B0E7,Towards Labor Charges for Filtration ofTransformer Oil in 800 KVA Transformerto Obtain BDV of 40 KV,Service,No
BM9Z1C4,Towards Labour Charges for Filtration of Transformer Oil in 800 KVA Transformer and Earth Pit Test,Service,No
BM9M0S9,Towards Professional Charges for Biosafety Cabinet Calibration,Service,No
BM9I6F5,"Towards Pune Tracking fee for the Period of Aug 15,2019 To Nov 12,2019",Service,No
BM9U0Y0,Towards Smart Monitor Print & Web Fee For the Period Aug 2019 to Nov 2019,Service,No
BM9N7L1,Towards social media promotion and blog post for new product.-BM9N7L1,Service,No
BM9W2B2,Towards Special Tracking fee for Pune (Fire),Service,No
BM9W4Z4,Towards the Cost for Henkel Media Activity,Service,No
BM9G3I6,Towing Charges,Service,No
BM9X8Y1,T-Peel Strength ASTM D1876,Service,No
BM9S5D5,Tractor with Trolley SERVICE,Service,No
BM9R8H9,Training Charge-BM9R8H9,Service,No
BM9M3Y3,Training Charges,Service,No
BM9P1W3,Training charges of your Rigaku X-Ray Diffraction System (Per Day)-BM9P1W3,Service,No
BM9P6J6,Training on AutoCAD,Service,No
BM9Y6W7,Training on Fundamentals of Business Communication,Service,No
BM9F9Q2,Training on Interpreting and Presenting Data,Service,No
BM9X2U0,Training On Negotiation Skills,Service,No
BM9W6E9,Training on The Persuasive Pitch,Service,No
BM9Z9R5,Training On Working with Emotional Intelligence,Service,No
BM9K4G5,tranportation-BM9K4G5,Service,No
BM9U6M7,Transfer 100gms of TMA from Bottle to SST Ampoule,Service,No
BM9M0D0,?Transfer 350 gms of TMA from Bottle to SST Ampoule,Service,No
BM9Q9P1,Transfer 600gms of TMA from Bottle to SST Ampoule,Service,No
BM9B1K3C,Transfer 650 gms of TMA from Filled SST Ampoule to Empty SST Ampoule,Service,No
BM9G0C7,Transformer LT Side,Service,No
BM9R9Q7,Transformer Meghering,Service,No
BM9W9J6,Transportation - Single Point,Service,No
BM9I8U4,Transportation & Installation,Service,No
BM9V0S9,Transportation Charges,Service,No
BM9I5B1,Transportation Charges for Non Hazardous Waste,Service,No
BM9P3Y5,Transportation-BM9P3Y5,Service,No
BM9S6X7,Transportation-BM9S6X7,Service,No
BM9W2L4,Transporting our Filtration Equipment to and Fro Your Factory,Service,No
BM9H0R3,Travel Conveyance,Service,No
BM9I4N1,Travel Expense - Del-Mum Air Ticket For Two Engineers,Service,No
BM9P7V5,TRAVEL EXPENSE (To & FRO) AIR TICKET ( DEL-MUM) for TWO ENGINEERS,Service,No
BM9T2X5,TRAVEL EXPENSE (To & FRO) AIR TICKET (INDORE-MUM) for TWO ENGINEERS,Service,No
BM9U8P8,TRAVEL EXPENSE (To & FRO) AIR TICKET (MUMBAI TO JAMNAGAR) for TWO ENGINEERS,Service,No
BM9W5O3,Travel Taxi - Delhi To Agra For Two Engineers,Service,No
BM9Q6C9,TRAVEL(TO&FRO)TAXI ( HOTEL TO BORL -VADINAR) FOR TWO ENGINEERS (4 DAYS),Service,No
BM9V7S4,TRAVEL(TO&FRO)TAXI (DELHI TO AGRA FOR TWO ENGINEERS,Service,No
BM9Q3P2,TRAVEL(TO&FRO)TAXI (INDORE TO VIJAIPUR) FOR TWO ENGINEERS,Service,No
BM9Q2Y4,TRAVEL(TO&FRO)TAXI (JAMNAGAR AIPORT TO HOTEL) FOR TWO ENGINEERS,Service,No
BM9X0N0,Travelling Charges,Service,No
BM9I7V8,Trial fixture with one upper and one lower cathode to deburr intersection of bore,Service,No
BM9U8B6,TSI POWER PCB Repair & Service VRP Finnedcontrol Card In Buy Back Condition,Service,No
BM9P3H0,"Tube Machining charge of S355, Length 500 mm",Service,No
BM9W7R2,TURBINE FLOWMETER,Service,No
BM9U4W1,Ture RMS Multimeter Calibration charges,Service,No
BM9I6Y6,Two Days Training on UL 508A,Service,No
BM9Z4W8,Two Fib Lamella Sample Prepared For Nano Structure Study by Dual Beam FIB Sem Instrument,Service,No
BM9G9I0,Tyer Fitment Charges 2000X4,Service,No
BM9T0U7,Ultrasonic NDT LV-II training,Service,No
BM9Q9Z8,Ultrasonic NDT LV-lll Training,Service,No
BM9K1N1F,"Ultrasonic Testing Blocks - V1 (As per EN12223-2000), V2 Block (As per ISO 7963-2006)",Service,No
BM9R0I3,Ultrasonic Testing Machine Calibration as per EN 12668,Service,No
BM9Q1X5,Under test labels-Service,Service,No
BM9L3R0,Underground Tank Total Bacteria Free Proper Cleaning for Tank,Service,No
BM9I4K9,Unification of Two Material Feeding Systems of IMM 350T Machines - KIT,Service,No
BM1A6O6,"Unit- T - Multimeter, Size Regular UT-39B",Service,No
BM9H1O6,"Upgradation of Ball Valve for Compatibility with Phase-II Products, Size 100 NB, 150#",Service,No
BM9T1I3,"Upgradation of Ball Valve for Compatibility with Phase-II Products, Size 25 NB, 150#",Service,No
BM9S9U3,"Upgradation of Ball Valve for Compatibility with Phase-II Products, Size 40 NB, 150#",Service,No
BM9X1T5,"Upgradation of Ball Valve for Compatibility with Phase-II Products, Size 50 NB, 150#",Service,No
BM9G0C6,"Upgradation of Ball Valve for Compatibility with Phase-II Products, Size 80 NB, 150#",Service,No
BM9W5U3,Upgradation Of Gas Chromotograph Michro 9100 with Software,Service,No
BM9Q2R8,UPS charger card issue repair charges,Service,No
BM9Q2R7,UPS PCB & charger card repair price,Service,No
BM9P7U2,UPS repair charges,Service,No
BM00026,Utilasation of ESD test for 4 hours for Molex EJB (8 Port),Service,No
BM9P4U6,Utilization of ESD facility for 8 hrs for PULS power supply modules,Service,No
BM9V0K4,Utilization of ESD Test Facility for 4 hrs,Service,No
BM9P3B6,Utilization of ESD Test Facility for 8 hrs-BM9P3B6,Service,No
BM9P3J4,Utilization of ESD Test Facility for 8HR / Product/model : Molex EJB (-BM9P3J4,Service,No
BM9U4J5R,UV LED Light (As Per E 1444 ),Service,No
BM9S9M4,Vaccum Transmitter-BM9S9M4,Service,No
BM9I4S1,Validation of new software against lab modeled conditions -1,Service,No
BM9K0N7,Validation of new software against lab modeled conditions -2,Service,No
BM9Q1O4,Validation of New Software Against Lab Modeled Conditions Software Modification to Allow for Low Ran,Service,No
BM9F0P2,"Valve with Pipe Connector and Socket, Size 1-1/2""",Service,No
BM9H7A6,Vario Blonde Photography,Service,No
BM9C2U6,Vario Blonde Videography,Service,No
