#,Date,Vendor,Remarks,Due Date,Document Total in SC,Purchase Order Status,Document Status,Document Total,Canceled,Branch,Project,Project Code,BPL Name,Tax Amount (SC)
40610955,26-Feb-2019,Bosch Ltd.,Based On Sales Orders 10610844.,11-Mar-2019,27989.6,Supplier PI Pending Finance Approval,Closed,27989.6,Yes,Gujarat,31602,31602 - BOSCH - Angle Grinder,0,4269.6
40610956,26-Feb-2019,Dhiren Traders,Based On Sales Orders 10610846.,12-Mar-2019,5664,Material Readiness: Delayed,Closed,5664,No,Gujarat,31936,31936 - Teflon tape & Painting Brush & Lock tite,0,864
40610957,26-Feb-2019,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610846.,12-Mar-2019,72865,Material Readiness: Delayed,Closed,72865,No,Gujarat,31936,31936 - Teflon tape & Painting Brush & Lock tite,0,11115
40610958,26-Feb-2019,Emecon Control Pvt. Ltd.,Based On Sales Orders 10610845.,11-Apr-2019,1032830.4,Supplier PI Pending Finance Approval,Open,1032830.4,No,Gujarat,32001,32001 - Gas detector,0,157550.4
40610959,26-Feb-2019,Run Tec GmbH,Based On Sales Orders 10610850.,21-Mar-2019,4269272.84,Supplier PI / Invoice Awaited,Closed,4269272.84,Yes,Gujarat,29836,29836 - Fwd: RFQ - 1300039731,0,0
40610960,26-Feb-2019,Emkay Enterprises,Based On Sales Orders 10610848.,07-Mar-2019,10483.2,Supplier PI Pending Finance Approval,Closed,10483.2,No,Gujarat,32064,32064 - Spring loaded retractable knife,0,1123.2
40610961,27-Feb-2019,H M Gulamali,Based On Sales Orders 10610851.,28-Feb-2019,52639.8,Supplier PI Pending Finance Approval,Closed,52639.8,No,Gujarat,31805,31805 - EP # 888547-- Peenya,0,8029.8
40610962,27-Feb-2019,Global Fluidtech Systems,Based On Sales Orders 10610853.,03-Mar-2019,10584.6,Payment to Supplier Delayed,Closed,10584.6,No,Gujarat,32148,32148 - GHCL LTD - PO NO :4520031269Dated:21.02.2019,0,1614.6
40610963,27-Feb-2019,Automation Combine,Based On Sales Orders 10610837.,22-Feb-2019,23791.87,Supplier PI Pending Finance Approval,Closed,23791.87,No,Gujarat,,31911 - Inquiry for General Items,0,3629.27
40610964,27-Feb-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610433.,12-Oct-2018,4480,Supplier PI / Invoice Awaited,Closed,4480,No,Gujarat,27853,27853-Supply of MRO Items,0,480
40610965,27-Feb-2019,Dave Electrical Corporation,Based On Sales Orders 10610843.,05-Mar-2019,7699.5,Supplier PI / Invoice Awaited,Closed,7699.5,No,Gujarat,32103,32103 - Battery charger,0,1174.5
40610966,27-Feb-2019,Bosch Ltd.,Based On Sales Orders 10610854.,15-Feb-2019,13440,Supplier PI delayed,Closed,13440,Yes,Gujarat,31203,31203 - BOSCH Vacuum cleaner,0,2940
40610967,27-Feb-2019,Navkar Enterprise,Based On Sales Orders 10610855.,06-Mar-2019,6532.48,Material Readiness: Delayed,Closed,6532.48,No,Gujarat,32201,32201 - PO_210_Air Blow Gun_BulkMRO,0,996.48
40610968,28-Feb-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610857.,07-Mar-2019,4480,Material Readiness: Delayed,Closed,4480,Yes,Gujarat,32212,32212 - 4101707037,0,480
40610969,28-Feb-2019,Sarvam Safety Equipment Pvt. Ltd,Based On Sales Orders 10610859.,30-Mar-2019,27081,Supplier PI Pending Finance Approval,Closed,27081,No,Gujarat,32213,32213 - Supply of Safety Can & Plunger can,0,4131
40610970,28-Feb-2019,Vivek and Co.,Based On Sales Orders 10610860.,28-Feb-2019,729.24,Supplier PI / Invoice Awaited,Closed,729.24,No,Gujarat,32224,32224 - 4850002805,0,111.24
40610971,28-Feb-2019,Vivek and Co.,Based On Sales Orders 10610863.,02-Mar-2019,882.64,Supplier PI / Invoice Awaited,Closed,882.64,No,Gujarat,32218,32218 - 4850002989,0,134.64
40610972,28-Feb-2019,Vivek and Co.,Based On Sales Orders 10610862.,27-Feb-2019,676.14,Supplier PI / Invoice Awaited,Closed,676.14,No,Gujarat,32221,32221 - 4520030832,0,103.14
40610973,28-Feb-2019,Valisons and Co.,Based On Sales Orders 10610852.,15-Mar-2019,2471.51,Material Readiness: Delayed,Closed,2471.51,No,Gujarat,32118,32118 - Quotation request -ABB Mysore ( Internal ref#898010,0,377.01
40610974,28-Feb-2019,Dhiren Traders,Based On Sales Orders 10610868.,01-Mar-2019,28320,Supplier PO Created,Closed,28320,No,Gujarat,31535,31535 - camera,0,4320
40610975,28-Feb-2019,Vivek and Co.,Based On Sales Orders 10610867.,27-Mar-2019,1277.94,Supplier PI / Invoice Awaited,Closed,1277.94,No,Gujarat,32229,32229 - 4850003116,0,194.94
40610976,28-Feb-2019,Bosch Ltd.,Based On Sales Orders 10610844.,11-Mar-2019,20239.36,Supplier PI / Invoice Awaited,Closed,20239.36,Yes,Gujarat,31602,31602 - BOSCH - Angle Grinder,0,3087.36
40610977,28-Feb-2019,MITools India,Based On Sales Orders 10610866.,12-Mar-2019,716.96,Supplier PI / Invoice Awaited,Closed,716.96,No,Gujarat,31942,31942 - Stanley tools,0,109.36
40610978,28-Feb-2019,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10610866.,12-Mar-2019,6521.46,Material Readiness: Delayed,Closed,6521.46,Yes,Gujarat,31942,31942 - Stanley tools,0,779.46
40610979,28-Feb-2019,Valisons and Co.,,28-Feb-2019,4803.78,Supplier PO Created,Closed,4803.78,No,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,732.78
40610980,01-Mar-2019,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10610869.,31-Mar-2019,12402.39,Material Readiness: Delayed,Closed,12402.39,Yes,Gujarat,31338,31338 - Tools & Consumables,0,1891.89
40610981,01-Mar-2019,Bhatia Tools and Technology,Based On Sales Orders 10610869.,31-Mar-2019,30184.4,Supplier PI Pending Finance Approval,Closed,30184.4,No,Gujarat,31338,31338 - Tools & Consumables,0,4604.4
40610982,01-Mar-2019,Abhishek Engineers,Based On Sales Orders 10610869.,31-Mar-2019,16390.54,Supplier PI / Invoice Awaited,Closed,16390.54,No,Gujarat,31338,31338 - Tools & Consumables,0,2500.26
40610983,01-Mar-2019,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610869.,31-Mar-2019,7642.3,Supplier PI / Invoice Awaited,Closed,7642.3,No,Gujarat,31338,31338 - Tools & Consumables,0,1165.78
40610984,01-Mar-2019,MITools India,Based On Sales Orders 10610869.,31-Mar-2019,3460.46,Supplier PI / Invoice Awaited,Closed,3460.46,No,Gujarat,31338,31338 - Tools & Consumables,0,527.86
40610985,01-Mar-2019,Griphold Engineering Pvt. Ltd.,Based On Sales Orders 10610869.,31-Mar-2019,5959,Supplier PI Pending Finance Approval,Closed,5959,No,Gujarat,31338,31338 - Tools & Consumables,0,909
40610986,01-Mar-2019,Valisons and Co.,Based On Sales Orders 10610871.,15-Mar-2019,155.1,Supplier PI / Invoice Awaited,Closed,155.1,No,Gujarat,32248,32248 - ABB Mysore - Taparia Allen Key Set,0,23.66
40610987,01-Mar-2019,MP Filtri India Pvt. Ltd.,Based On Sales Orders 10610876.,15-Mar-2019,167162.34,Supplier PI Pending Finance Approval,Closed,167162.34,No,Gujarat,31898,31898 - Nas value meter,0,25499.34
40610988,01-Mar-2019,Vraj Associates,Based On Sales Orders 10610872.,07-Mar-2019,5616.8,Payment to Supplier Delayed,Closed,5616.8,No,Gujarat,31935,31935 - D-Shackle,0,856.8
40610989,02-Mar-2019,Variety Plywood,,02-Mar-2019,4130,Supplier PI Pending Finance Approval,Closed,4130,No,Gujarat,,27244-FQ for Chemicals,0,630
40610990,04-Mar-2019,Valisons and Co.,,28-Feb-2019,1020.58,Supplier PO Created,Closed,1020.58,No,Gujarat,31976,31976 - SB# 893861,0,155.68
40610991,04-Mar-2019,Vivek and Co.,Based On Sales Orders 10610878.,27-Mar-2019,14013.68,Material Readiness: Delayed,Closed,14013.68,No,Gujarat,32233,32233 - 4850003132,0,2137.68
40610992,05-Mar-2019,Tcr Engineering Services Pvt. Ltd.,Based On Sales Orders 10610879.,08-Mar-2019,2124,Supplier PI / Invoice Awaited,Open,2124,No,Gujarat,32287,32287 - Bushing and connection bolt electri,0,324
40610993,05-Mar-2019,L O T O Safety Requisites Trading L.L.C,,05-Mar-2019,69504,Supplier PI / Invoice Awaited,Open,69504,No,Gujarat,30824,30824 - Fwd: SB# 0000847288_ Safety Items.,0,0
40610994,05-Mar-2019,Thermo Forg Company,Based On Sales Orders 10610882.,12-Mar-2019,1528.1,Supplier PI / Invoice Awaited,Closed,1528.1,No,Gujarat,32250,32250 - Compact engraver tool,0,233.1
40610995,06-Mar-2019,Airson Enterprises,Based On Sales Orders 10610885.,03-Apr-2019,81703.44,Supplier PI / Invoice Awaited,Open,81703.44,No,Gujarat,30091,30091 - 4101734374 -Supply of Dewinding Kit,0,13048.68
40610996,06-Mar-2019,Shreeji Trading Co. (AFHPS8023F),Based On Sales Orders 10610881.,19-Mar-2019,4336.5,Supplier PI / Invoice Awaited,Closed,4336.5,No,Gujarat,31648,31648 - Fwd: offer for the Flexible conduit,0,661.5
40610997,06-Mar-2019,Aalap,Based On Sales Orders 10610886.,28-Mar-2019,24140.44,Payment to Supplier Delayed,Closed,24140.44,No,Gujarat,31378,31378 -  TZe  LaminatedTape,0,3682.44
40610998,06-Mar-2019,Flow & Fluid Control Centre,Based On Sales Orders 10610887.,16-Mar-2019,13629,Supplier PI Pending Finance Approval,Open,13629,No,Gujarat,30942,30942 - LP Hood Valve,0,2079
40610999,06-Mar-2019,Unicare Emergency Equipment Pvt. Ltd.,,06-Mar-2019,14455,Payment to Supplier Delayed,Closed,14455,No,Gujarat,,18814 - Open PO,0,2205
40611000,06-Mar-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610883.,22-Mar-2019,12390,Material Readiness: Delayed,Open,12390,No,Gujarat,25225,25225- PR - 121507850,0,1890
40611001,07-Mar-2019,Vijaylakshmi Print Solutions,Based On Sales Orders 10610888.,06-Mar-2019,1038.4,Supplier PI / Invoice Awaited,Open,1038.4,No,Gujarat,32427,32427 - New Card_Urgent Requirement,0,158.4
40611002,07-Mar-2019,Optic House,Based On Sales Orders 10610889.,15-Mar-2019,52640,Material Readiness: Delayed,Open,52640,No,Gujarat,31734,31734 - Fwd: Quote for power spectcles,0,5640
40611003,08-Mar-2019,Chintan Enterprise,Based On Sales Orders 10610892.,04-Apr-2019,2263.24,Supplier PI Pending Finance Approval,Closed,2263.24,No,Gujarat,32063,32063 - Fwd: me quotation of EMPLURA 2 Propanal:5 Ltr.,0,345.24
40611004,08-Mar-2019,Smartech Inc,Based On Sales Orders 10610890.,21-Mar-2019,34220,Payment to Supplier Delayed,Closed,34220,No,Gujarat,31933,31933 - offer for the clamp meter,0,5220
40611005,11-Mar-2019,Hydro Trading,Based On Sales Orders 10610891.,22-Mar-2019,72422.5,Supplier PI Pending Finance Approval,Closed,72422.5,No,Gujarat,32227,32227 -  power team hyd hollow cylinder,0,11047.5
40611006,11-Mar-2019,Electronic Applyances,Based On Sales Orders 10610893.,29-Mar-2019,21178.94,Supplier PI Pending Finance Approval,Closed,21178.94,No,Gujarat,31934,31934 - OFFER FOR THE CONTACTOR,0,3230.69
40611007,11-Mar-2019,Unison Kudos,Based On Sales Orders 10610897.,15-Mar-2019,18585,Payment to Supplier Delayed,Closed,18585,No,Gujarat,31716,31716 - Glue applicator roller,0,2835
40611008,11-Mar-2019,Mahavir Furniture,Based On Sales Orders 10610895.,21-Mar-2019,15000.01,Supplier PI / Invoice Awaited,Closed,15000.01,Yes,Gujarat,30934,30934 - 5S Trophy Stand,0,2288.14
40611009,11-Mar-2019,Accent Industries Ltd.,Based On Sales Orders 10610255.,25-Aug-2018,51330,Supplier PI delayed,Closed,51330,No,Gujarat,25225,25225- PR - 121507850,0,7830
40611010,12-Mar-2019,Perfect Tradelink Pvt. Ltd.,Based On Sales Orders 10610900.,05-Apr-2019,50024.94,Supplier PI / Invoice Awaited,Closed,50024.94,No,Gujarat,27319,27319-offer for the Schneider encloser power out let,0,7630.94
40611011,12-Mar-2019,Esoofali Esmailji Karachiwala & Co,Based On Sales Orders 10610898.,18-Mar-2019,84960,Supplier PI Pending Finance Approval,Closed,84960,No,Gujarat,32268,32268 - Fwd: eP SB # 901481,0,12960
40611012,12-Mar-2019,Rambo Fitness Equipment,Based On Sales Orders 10610901.,25-Mar-2019,14769.72,Supplier PI Pending Finance Approval,Closed,14769.72,No,Gujarat,32260,32260 - RFQ(3530)-General products and consumables,0,2253
40611013,12-Mar-2019,Perfect Tradelink Pvt. Ltd.,Based On Sales Orders 10610903.,05-Apr-2019,19179.38,Supplier PI / Invoice Awaited,Closed,19179.38,No,Gujarat,27319,27319-offer for the Schneider encloser power out let,0,2925.68
40611014,13-Mar-2019,Messals Overseas (India) Private Limited,Based On Sales Orders 10610904.,02-Apr-2019,34692,Supplier PI Pending Finance Approval,Closed,34692,No,Gujarat,32089,32089 - Fwd: RFQ - 1300039244,0,5292
40611015,13-Mar-2019,Shreeji Engineers,Based On Sales Orders 10610905.,26-Mar-2019,44250,Supplier PI / Invoice Awaited,Closed,44250,No,Gujarat,31570,31570 - PIN FOR LAMINATION PALLET,0,6750
40611016,13-Mar-2019,Micro Links Private Limited,Based On Sales Orders 10610906.,15-Apr-2019,69030,Supplier PI Pending Finance Approval,Closed,69030,No,Gujarat,32080,32080 - RFQ(3505)-General Consumables,0,10530
40611017,13-Mar-2019,K K Chempro (India) Pvt. Ltd.,Based On Sales Orders 10610907.,14-Mar-2019,131924,Payment to Supplier Delayed,Closed,131924,No,Gujarat,32540,32540 - PO for Silicon Oil (Urgent Delivery) & Fastners All,0,20124
40611018,13-Mar-2019,METITO POLLUTION CONTROL INDIA PVT LTD,Based On Sales Orders 10610908.,14-Mar-2019,61065,Supplier PI Pending Finance Approval,Closed,61065,No,Gujarat,32599,32599 - P.O. No:4520031397,0,9315
40611019,14-Mar-2019,Bhatia Tools and Technology,Based On Sales Orders 10610909.,27-Mar-2019,114204.53,Supplier PI Pending Finance Approval,Open,114204.53,No,Gujarat,31723,31723 - Tools & Consumables 2k19,0,17421.03
40611020,14-Mar-2019,Navkar Engineering Company,Based On Sales Orders 10610909.,27-Mar-2019,5782,Supplier PI Pending Finance Approval,Closed,5782,No,Gujarat,31723,31723 - Tools & Consumables 2k19,0,882
40611021,14-Mar-2019,MITools India,Based On Sales Orders 10610909.,27-Mar-2019,9116.2,Supplier PI / Invoice Awaited,Closed,9116.2,No,Gujarat,31723,31723 - Tools & Consumables 2k19,0,1390.6
40611022,14-Mar-2019,Gaytri Industrial Corporation,Based On Sales Orders 10610910.,28-Mar-2019,15340,Payment to Supplier Delayed,Closed,15340,No,Gujarat,31374,31374 - Consumable Items,0,2340
40611023,14-Mar-2019,Digilab India,Based On Sales Orders 10610911.,20-Mar-2019,7375,Supplier PI Pending Finance Approval,Closed,7375,No,Gujarat,32086,32086 - RE: Lux meter 0020128998,0,1125
40611024,15-Mar-2019,S A M Technologies,Based On Sales Orders 10610902.,02-Apr-2019,147638.56,Supplier PI Pending Finance Approval,Closed,147638.56,No,Gujarat,32596,32596 - Fwd: PO 4100181763 for 20 Channel Data Logger Model,0,23311.56
40611025,15-Mar-2019,MEGHMANI PRECISION CASTING PRIVATE LIMITED,Based On Sales Orders 10610913.,15-Apr-2019,3776,Material Readiness: Delayed,Open,3776,No,Gujarat,32391,32391 - Clamping Piece,0,576
40611026,15-Mar-2019,MEGHMANI PRECISION CASTING PRIVATE LIMITED,Based On Sales Orders 10610913.,15-Apr-2019,7670,Supplier PI / Invoice Awaited,Open,7670,No,Gujarat,32391,32391 - Clamping Piece,0,1170
40611027,15-Mar-2019,Sea Linkers Pvt. Ltd.,Based On Sales Orders 10610912.,28-Mar-2019,155524,Payment to Supplier Delayed,Closed,155524,No,Gujarat,32765,32765 - GHCL LTD - PO NO :4560006615Dated:14.03.2019,0,23724
40611028,15-Mar-2019,Indian Electric And Power Control Inc.,Based On Sales Orders 10610914.,20-Mar-2019,30267,Payment to Supplier Delayed,Closed,30267,No,Gujarat,32351,32351 - RE: PR FOR VFD OF CHECKWEIGHT 0020129746,0,4617
40611029,16-Mar-2019,I.Q. Enterprises (India) Pvt. Ltd.,Based On Sales Orders 10610916.,15-Apr-2019,49412.5,Supplier PI / Invoice Awaited,Closed,49412.5,Yes,Gujarat,31707,31707 - Q manager,0,7537.5
40611030,16-Mar-2019,TOTAL SOLUTION SYSTEM,,16-Mar-2019,13039,Supplier PI / Invoice Awaited,Closed,13039,No,Gujarat,31203,31203 - BOSCH Vacuum cleaner,0,1989
40611031,16-Mar-2019,Mahavir Furniture,Based On Sales Orders 10610915.,21-Mar-2019,16499.97,Supplier PI Pending Finance Approval,Closed,16499.97,No,Gujarat,30934,30934 - 5S Trophy Stand,0,2516.94
40611032,16-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610920.,06-Apr-2019,13716.32,Payment to Supplier Delayed,Closed,13716.32,No,Gujarat,32658,32658 - 4850003169,0,2092.32
40611033,16-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610917.,30-Mar-2019,13734.02,Payment to Supplier Delayed,Closed,13734.02,No,Gujarat,32659,32659 - 4850003148,0,2095.02
40611034,16-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610921.,06-Apr-2019,18183.33,Payment to Supplier Delayed,Open,18183.33,No,Gujarat,32657,32657 - 4850003172,0,2773.73
40611035,16-Mar-2019,Vivek and Co.,Based On Sales Orders 10610922.,13-Apr-2019,22365.72,Supplier PI / Invoice Awaited,Open,22365.72,No,Gujarat,32796,32796 - 4850003191,0,3411.72
40611036,16-Mar-2019,Soni Associates,Based On Sales Orders 10610919.,29-Mar-2019,9788.1,Payment to Supplier Delayed,Closed,9788.1,No,Gujarat,32269,32269 - Ratchet belt,0,1493.1
40611037,16-Mar-2019,Shreeji Marketing Corporation,Based On Sales Orders 10610918.,29-Mar-2019,38760.64,Supplier PI Pending Finance Approval,Closed,38760.64,No,Gujarat,32055,32055 - FESTO MAKE PRODUCTS,0,5912.64
40611038,18-Mar-2019,Shree Ganesh Fastners,Based On Sales Orders 10610924.,29-Nov-2018,3977.12,Supplier PI / Invoice Awaited,Closed,3977.12,No,Gujarat,28757,28757 - 4850002544 - Fastners,0,606.68
40611039,18-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610925.,06-Mar-2019,6136,Payment to Supplier Delayed,Closed,6136,No,Gujarat,32827,32827 - 4850003025,0,936
40611040,18-Mar-2019,Mercury International,Based On Sales Orders 10610926.,20-Mar-2019,10395,Supplier PI Pending Finance Approval,Closed,10395,No,Gujarat,32440,32440 - RFP_20129971,0,495
40611041,18-Mar-2019,Dynamic Fans Marketing Pvt. Ltd.,Based On Sales Orders 10610927.,28-Mar-2019,4720,Supplier PI Pending Finance Approval,Closed,4720,No,Gujarat,32543,32543 - Condenser Fan YDWF68L25P2-300N-250S,0,720
40611042,19-Mar-2019,Dhiren Traders,Based On Sales Orders 10610928.,01-Apr-2019,25134,Material Readiness: Delayed,Closed,25134,No,Gujarat,32846,32846 - Fwd: Please quoted # urgent,0,3834
40611043,19-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610929.,08-Apr-2019,518.26,Supplier PI Pending Finance Approval,Closed,518.26,No,Gujarat,32847,32847 - 4850003219,0,79.06
40611044,19-Mar-2019,EMCO PRECIMA ENGINEERING PRIVATE LIMITED,Based On Sales Orders 10610931.,22-Apr-2019,18216.25,Payment to Supplier Delayed,Closed,18216.25,No,Gujarat,30181,30181 - Bearing and Break,0,2778.75
40611045,20-Mar-2019,Shanthi Gears Limited,Based On Sales Orders 10610933.,20-May-2019,32528.49,Supplier PI / Invoice Awaited,Open,32528.49,No,Gujarat,31799,31799 - Group RFQ(3460) from GHCL_MRO,0,4961.97
40611046,22-Mar-2019,Heera Industries,Based On Sales Orders 10610936.,15-Apr-2019,19470,Material Readiness: Delayed,Closed,19470,No,Gujarat,32930,32930 - 4520031496,0,2970
40611047,25-Mar-2019,NABROS TRANSPORT PVT. LTD.,Based On Sales Orders 10610938.,28-Mar-2019,127440,Supplier PI / Invoice Awaited,Open,127440,No,Gujarat,31374,31374 - Consumable Items,0,19440
40611048,25-Mar-2019,Umiya Gas Co.,Based On Sales Orders 10610939.,06-Apr-2019,109150,Material Readiness: Delayed,Open,109150,No,Gujarat,33002,33002 - acetylene gas,0,16650
40611049,25-Mar-2019,Green Field Material Handling Pvt. Ltd.,Based On Sales Orders 10610937.,05-Apr-2019,53000.64,Supplier PI Pending Finance Approval,Closed,53000.64,No,Gujarat,32495,32495 - Inquiry for Polyester round endless sling,0,5678.64
40611050,26-Mar-2019,Industrial Fasteners,Based On Sales Orders 10610941.,17-Apr-2019,3164.76,Supplier PI Pending Finance Approval,Closed,3164.76,No,Gujarat,32866,32866 - 4850003227,0,482.76
40611051,26-Mar-2019,Unicare Emergency Equipment Pvt. Ltd.,,26-Mar-2019,13570,Supplier PI Pending Finance Approval,Closed,13570,No,Gujarat,,18814 - Open PO,0,2070
40611052,27-Mar-2019,Carbon Products (India),Based On Sales Orders 10610942.,29-Apr-2019,8555,Payment to Supplier Delayed,Closed,8555,No,Gujarat,31287,31287 - CARBON FILLED PTFE,0,1305
40611053,27-Mar-2019,Chemicals and  Associates,Based On Sales Orders 10610943.,09-Apr-2019,10030,Supplier PI Pending Finance Approval,Closed,10030,No,Gujarat,33055,33055 - scrap,0,1530
40611054,27-Mar-2019,Deepshichem Enterprise,Based On Sales Orders 10610943.,09-Apr-2019,15930,Supplier PI Pending Finance Approval,Closed,15930,No,Gujarat,33055,33055 - scrap,0,2430
40611055,27-Mar-2019,Gurukrupa Printing Press,Based On Sales Orders 10610943.,09-Apr-2019,2655,Supplier PI Pending Finance Approval,Closed,2655,No,Gujarat,33055,33055 - scrap,0,405
40611056,27-Mar-2019,Revathi Electronics and Controls,Based On Sales Orders 10610944.,28-Mar-2019,48337.52,Supplier PO Created,Open,48337.52,No,Gujarat,33070,33070 - GHCL LTD - PO NO :4850003288Dated:25.03.2019,0,7373.52
40611057,27-Mar-2019,MITools India,Based On Sales Orders 10610946.,27-Mar-2019,18643.06,Supplier PI Pending Finance Approval,Closed,18643.06,No,Gujarat,31723,31723 - Tools & Consumables 2k19,0,2843.86
40611058,27-Mar-2019,Vivek and Co.,Based On Sales Orders 10610949.,24-Apr-2019,5918.47,Supplier PI Pending Finance Approval,Closed,5918.47,No,Gujarat,33100,33100 - 4850003281,0,902.82
