#,Date,Customer,Remarks,Due Date,Branch,Document Total (FC),Document Total (SC),Document Status,Canceled,Document Total,Project,Inside Sales Owner,Cancelation Date,Original Ref. No.,Tax Amount (SC)
10210276,29-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 337.,04-Jun-2018,Maharashtra,0,56243.4,Closed,Yes,56243.4,20145,Sajida Sayyed,04-Jul-2018,,8579.5
10210275,29-May-2018,Sukan Engineering Pvt. Ltd.,Based On Sales Quotations 434.,05-Jun-2018,Maharashtra,0,6726,Closed,No,6726,20488,Sheeba Shaikh,05-Jul-2018,,1026
10210274,28-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 441.,01-Jun-2018,Maharashtra,0,8400,Closed,No,8400,19647,Apeksha Khambe,01-Jul-2018,,900
10210273,28-May-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 379.,28-Jun-2018,Maharashtra,0,15930,Closed,No,15930,20135,Kartik Pai,28-Jul-2018,,2430
10210272,28-May-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 457.,13-Jun-2018,Maharashtra,0,18354.9,Closed,No,18354.9,20076,Kartik Pai,13-Jul-2018,,2799.9
10210271,28-May-2018,Aadrsh Motors,Based On Sales Quotations 220.,11-Jun-2018,Maharashtra,0,2832.75,Closed,No,2832.75,18371,Sarika Tanawade,11-Jul-2018,,432.12
10210270,28-May-2018,Bharat Mumbai Container Terminals Pvt. Ltd.,Based On Sales Quotations 458.,31-May-2018,Maharashtra,0,68440,Closed,No,68440,20073,Puja Pawar,30-Jun-2018,,10440
10210269,28-May-2018,GE India Industrial Pvt. Ltd.,Based On Sales Quotations 345.,04-Jun-2018,Maharashtra,0,24896.64,Closed,No,24896.64,20099,Sarika Tanawade,04-Jul-2018,,5446.14
10210268,25-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 442.,04-Jun-2018,Maharashtra,0,123199.08,Open,No,123199.08,20589,Nisha Patil,04-Jul-2018,,18793.08
10210267,25-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 449.,29-May-2018,Maharashtra,0,8570.53,Closed,No,8570.53,20100,Supriya Govalkar,28-Jun-2018,,1307.37
10210266,25-May-2018,Survival Systems India,Based On Sales Quotations 444.,01-Jun-2018,Maharashtra,0,32046.31,Closed,No,32046.31,20081,Sarika Tanawade,01-Jul-2018,,4888.42
10210265,25-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 318.,31-May-2018,Maharashtra,0,6837.92,Open,No,6837.92,19584,Sheeba Shaikh,30-Jun-2018,,732.64
10210264,25-May-2018,Demosha Chemicals Pvt. Ltd.,Based On Sales Quotations 393.,30-May-2018,Maharashtra,0,5758.4,Open,No,5758.4,20597,Dipali Ghanvat,29-Jun-2018,,878.4
10210263,25-May-2018,Demosha Chemicals Pvt. Ltd.,Based On Sales Quotations 393.,30-May-2018,Maharashtra,0,5758.4,Closed,No,5758.4,20597,Dipali Ghanvat,29-Jun-2018,,878.4
10210262,25-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 364.,25-May-2018,Maharashtra,0,114615.02,Open,No,114615.02,19766,Suvidha Shinde,24-Jun-2018,,12398.68
10210261,25-May-2018,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 302.,29-Jun-2018,Maharashtra,0,362614,Closed,No,362614,19838,Sajida Sayyed,29-Jul-2018,,55314
10210260,24-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 383.,04-Jun-2018,Maharashtra,0,50400,Closed,No,50400,20582,Swati Bhosale,04-Jul-2018,,5400
10210259,25-May-2018,Pratyarpana Services Pvt. Ltd.,Based On Sales Quotations 360.,30-May-2018,Maharashtra,0,72216,Closed,No,72216,20041,Dipali Ghanvat,29-Jun-2018,,11016
10210258,24-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 405.,05-Jul-2018,Maharashtra,0,164276.53,Closed,No,164276.53,20131,Rajani Kyatham,04-Aug-2018,,25059.14
10210257,24-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 395.,28-May-2018,Maharashtra,0,5652.21,Closed,No,5652.21,19692,Nisha Patil,27-Jun-2018,,862.2
10210256,23-May-2018,GE India Industrial Pvt. Ltd.,Based On Sales Quotations 385.,23-Jun-2018,Maharashtra,0,279757.81,Closed,No,279757.81,19541,Swati Bhosale,23-Jul-2018,,29974.05
10210255,23-May-2018,GE Oil and Gas (Measurement and Control Advanced Systek),Based On Sales Quotations 210.,22-Jun-2018,Maharashtra,0,216388.4,Closed,No,216388.4,18205,Swati Bhosale,22-Jul-2018,,33008.4
10210254,23-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 387.,28-May-2018,Maharashtra,0,2555.88,Closed,No,2555.88,20147,Nisha Patil,27-Jun-2018,,389.88
10210253,23-May-2018,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 170.,18-May-2018,Maharashtra,0,39912.68,Closed,No,39912.68,18761,Sajida Sayyed,17-Jun-2018,,6088.38
10210252,23-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 380.,23-May-2018,Maharashtra,0,103203.95,Closed,No,103203.95,20146,Rajani Kyatham,22-Jun-2018,,4914.47
10210251,23-May-2018,VVF India Ltd.,Based On Sales Quotations 382.,28-May-2018,Maharashtra,0,36170.81,Closed,No,36170.81,18419,Sajida Sayyed,27-Jun-2018,,5355.22
10210250,23-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 256.,08-Jun-2018,Maharashtra,0,3702.41,Closed,Yes,3702.41,19892,Sarika Tanawade,08-Jul-2018,,0
10210249,23-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 378.,23-May-2018,Maharashtra,0,3872.18,Closed,No,3872.18,20020,Nisha Patil,22-Jun-2018,,590.68
10210248,23-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 278.,21-May-2018,Maharashtra,0,2106.3,Closed,No,2106.3,20072,Nisha Patil,20-Jun-2018,,321.3
10210247,22-May-2018,Survival Systems India,Based On Sales Quotations 354.,28-May-2018,Maharashtra,0,9408.94,Closed,Yes,9408.94,20139,Sarika Tanawade,27-Jun-2018,,1435.26
10210246,21-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 274.,25-May-2018,Maharashtra,0,6049.86,Closed,No,6049.86,20065,Nisha Patil,24-Jun-2018,,922.86
10210245,17-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 265.,01-May-2018,Maharashtra,0,39815.96,Closed,No,39815.96,19363,Suvidha Shinde,31-May-2018,,2545.98
10210244,22-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 317.,25-May-2018,Maharashtra,0,6675.2,Closed,No,6675.2,19301,Neha Mundhe,24-Jun-2018,,715.2
10210243,22-May-2018,GE Power Conversion India Pvt. Ltd.,Based On Sales Quotations 149.,05-Jun-2018,Maharashtra,0,378497.34,Closed,No,378497.34,19793,Neha Mundhe,05-Jul-2018,,57736.88
10210242,21-May-2018,Johoku Manufacturing Pvt. Ltd.,Based On Sales Quotations 187.,25-Jun-2018,Maharashtra,0,29970.08,Closed,Yes,29970.08,16595,Sarika Tanawade,25-Jul-2018,,6437.2
10210241,21-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 285.,21-May-2018,Maharashtra,0,1464.38,Closed,No,1464.38,20078,Nisha Patil,20-Jun-2018,,223.38
10210240,21-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 259.,23-May-2018,Maharashtra,0,2503.6,Open,No,2503.6,19881,Sheeba Shaikh,22-Jun-2018,,381.9
10210239,21-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 334.,21-May-2018,Maharashtra,0,872.02,Closed,No,872.02,20085,Nisha Patil,20-Jun-2018,,133.02
10210238,18-May-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 195.,24-May-2018,Maharashtra,0,2277.4,Closed,No,2277.4,19966,Neha Mundhe,23-Jun-2018,,347.4
10210237,18-May-2018,Cummins India Ltd.,Based On Sales Quotations 312.,25-May-2018,Maharashtra,0,34196.4,Closed,No,34196.4,19678,Poonam Mohite,24-Jun-2018,,5216.4
10210236,19-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 328.,19-May-2018,Maharashtra,"27,000.00",2164320,Closed,Yes,2164320,,Devang Shah,18-Jun-2018,,0
10210235,19-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 319.,19-May-2018,Maharashtra,"22,500.00",1803600,Closed,Yes,1803600,20126,Devang Shah,18-Jun-2018,,0
10210234,18-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 309.,13-Jul-2018,Maharashtra,0,147500,Closed,No,147500,19888,Poonam Mohite,12-Aug-2018,,22500
10210233,18-May-2018,Survival Systems India,Based On Sales Quotations 310.,28-May-2018,Maharashtra,0,252000,Closed,No,252000,19931,Sarika Tanawade,27-Jun-2018,,12000
10210232,18-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 179.,20-Jun-2018,Maharashtra,0,40925,Closed,No,40925,17893,Poonam Mohite,20-Jul-2018,,0
10210231,18-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 303.,07-Jun-2019,Maharashtra,0,250750,Closed,No,250750,19477,Sheeba Shaikh,07-Jul-2019,,38250
10210230,18-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 274.,21-May-2018,Maharashtra,0,6049.86,Closed,Yes,6049.86,20065,Nisha Patil,20-Jun-2018,,922.86
10210229,18-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 285.,21-May-2018,Maharashtra,0,1464.38,Closed,Yes,1464.38,20078,Nisha Patil,20-Jun-2018,,223.38
10210228,18-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 300.,21-May-2018,Maharashtra,0,2732.63,Closed,Yes,2732.63,20100,Supriya Govalkar,20-Jun-2018,,416.84
10210227,18-May-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 180.,31-May-2018,Maharashtra,0,4041.5,Closed,No,4041.5,18800,Kartik Pai,30-Jun-2018,,616.5
10210226,17-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 291.,17-May-2018,Maharashtra,0,13607.49,Closed,No,13607.49,20074,Suvidha Shinde,16-Jun-2018,,1038.94
10210225,17-May-2018,Soktas India Pvt. Ltd.,Based On Sales Quotations 280.,17-May-2018,Maharashtra,0,5203.8,Open,No,5203.8,20075,Suvidha Shinde,16-Jun-2018,,793.8
10210224,07-May-2018,John Energy Ltd.,Based On Sales Quotations 294.,17-May-2018,Maharashtra,0,6041836,Closed,No,6041836,19922,Rajani Kyatham,16-Jun-2018,,921636
10210223,17-May-2018,Reliance Corporate IT Park Ltd.,Based On Sales Quotations 288.,23-May-2018,Maharashtra,0,6247.06,Closed,No,6247.06,19693,Sheeba Shaikh,22-Jun-2018,,952.94
10210222,17-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 281.,25-May-2018,Maharashtra,0,490000,Closed,No,490000,19467,Poonam Mohite,24-Jun-2018,,0
10210221,16-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 266.,16-May-2018,Maharashtra,0,17967.24,Open,No,17967.24,20036,Suvidha Shinde,15-Jun-2018,,1406.52
10210220,16-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 264.,16-May-2018,Maharashtra,0,7323.13,Open,No,7323.13,19356,Suvidha Shinde,15-Jun-2018,,838.74
10210219,16-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 267.,15-May-2018,Maharashtra,0,36794.16,Open,No,36794.16,20039,Suvidha Shinde,14-Jun-2018,,2340.18
10210218,17-May-2018,Cummins India Ltd.,Based On Sales Quotations 273.,25-May-2018,Maharashtra,0,13043.44,Closed,No,13043.44,18428,Sarika Tanawade,24-Jun-2018,,0
10210217,17-May-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 178.,28-May-2018,Maharashtra,0,31860,Closed,No,31860,19957,Neha Mundhe,27-Jun-2018,,4860
10210216,15-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 251.,21-May-2018,Maharashtra,0,38940,Open,No,38940,19980,Apeksha Khambe,20-Jun-2018,,5940
10210215,15-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 252.,19-May-2018,Maharashtra,0,38940,Closed,No,38940,20037,Apeksha Khambe,18-Jun-2018,,5940
10210214,15-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 249.,19-May-2018,Maharashtra,0,15307,Closed,No,15307,20027,Nisha Patil,18-Jun-2018,,2184
10210213,14-May-2018,Cummins India Ltd.,Based On Sales Quotations 174.,14-May-2018,Maharashtra,0,10602.3,Closed,No,10602.3,19344,Poonam Mohite,13-Jun-2018,,1617.3
10210212,14-May-2018,Entrues Business Services India Pvt. Ltd.,Based On Sales Quotations 180.,15-May-2018,Maharashtra,0,63841.4,Closed,No,63841.4,19971,Swati Bhosale,14-Jun-2018,,9738.52
10210211,15-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 243.,18-May-2018,Maharashtra,0,3068,Closed,No,3068,19795,Poonam Mohite,17-Jun-2018,,468
10210210,15-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 206.,22-May-2018,Maharashtra,0,5463.78,Closed,No,5463.78,19567,Suvidha Shinde,21-Jun-2018,,260.18
10210209,15-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 247.,12-May-2018,Maharashtra,0,22437.75,Closed,No,22437.75,19724,Poonam Mohite,11-Jun-2018,,3422.71
10210208,15-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 165.,02-Jun-2018,Maharashtra,0,63700,Closed,No,63700,18468,Poonam Mohite,02-Jul-2018,,0
10210207,14-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 220.,15-Jun-2018,Maharashtra,0,177000,Closed,No,177000,19458,Suvidha Shinde,15-Jul-2018,,27000
10210206,14-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 212.,25-May-2018,Maharashtra,0,20731.7,Closed,No,20731.7,19507,Sarika Tanawade,24-Jun-2018,,0
10210205,21-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 213.,21-May-2018,Maharashtra,0,63000,Closed,No,63000,20001,Swati Bhosale,20-Jun-2018,,6750
10210204,11-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 194.,18-May-2018,Maharashtra,0,48191.2,Closed,No,48191.2,19982,Swati Bhosale,17-Jun-2018,,7351.2
10210203,11-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 151.,17-May-2018,Maharashtra,0,120510.66,Closed,No,120510.66,19861,Supriya Govalkar,16-Jun-2018,,18382.98
10210202,11-May-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 203.,14-May-2018,Maharashtra,0,1755.84,Closed,No,1755.84,19991,Puja Pawar,13-Jun-2018,,267.84
10210201,11-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 162.,12-May-2018,Maharashtra,0,26083.9,Closed,No,26083.9,19686,Suvidha Shinde,11-Jun-2018,,3978.9
10210200,11-May-2018,Cummins India Ltd.,Based On Sales Quotations 187.,18-May-2018,Maharashtra,0,4239.36,Closed,Yes,4239.36,19975,Swati Bhosale,17-Jun-2018,,927.36
10210199,11-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 153.,12-May-2018,Maharashtra,0,322648.92,Closed,No,322648.92,19942,Neha Mundhe,11-Jun-2018,,56159.57
10210198,10-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 22.,10-May-2018,Maharashtra,"21,000.00",1412583.9,Closed,No,1412583.9,19616,Rajani Kyatham,09-Jun-2018,,0
10210197,11-May-2018,Entrues Business Services India Pvt. Ltd.,Based On Sales Quotations 180.,15-May-2018,Maharashtra,0,20160.44,Closed,No,20160.44,19971,Swati Bhosale,14-Jun-2018,,3075.32
10210196,10-May-2018,Rex Industries India Pvt. Ltd.,Based On Sales Quotations 161.,18-Jun-2018,Maharashtra,0,1622500,Open,No,1622500,19700,Swati Bhosale,18-Jul-2018,,247500
10210194,09-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 176.,12-May-2018,Maharashtra,0,4472.2,Closed,No,4472.2,,Suvidha Shinde,11-Jun-2018,,682.2
10210193,09-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 171.,30-Apr-2018,Maharashtra,0,19517.2,Closed,No,19517.2,,Apeksha Khambe,30-May-2018,,2977.2
10210192,09-May-2018,Adino Telecom Ltd.,Based On Sales Quotations 177.,25-May-2018,Maharashtra,0,141316.8,Closed,No,141316.8,,Sheeba Shaikh,24-Jun-2018,,21556.8
10210191,09-May-2018,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 615.,08-Jun-2018,Maharashtra,0,10500,Closed,No,10500,,Sajida Sayyed,08-Jul-2018,,500
10210190,09-May-2018,Survival Systems India,Based On Sales Quotations 372.,24-May-2018,Maharashtra,0,88973.46,Closed,No,88973.46,,Sarika Tanawade,23-Jun-2018,,4236.86
10210189,09-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 403.,03-May-2018,Maharashtra,0,4347.12,Closed,No,4347.12,,Sheeba Shaikh,02-Jun-2018,,663.12
10210188,09-May-2018,Survival Systems India,Based On Sales Quotations 373.,04-Jun-2018,Maharashtra,0,62100.01,Closed,No,62100.01,,Sarika Tanawade,04-Jul-2018,,13584.38
10210187,09-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 197.,27-May-2018,Maharashtra,0,90382.97,Closed,No,90382.97,,Supriya Govalkar,26-Jun-2018,,13787.23
10210186,09-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 163.,15-Apr-2018,Maharashtra,0,6325.29,Closed,No,6325.29,,Sarika Tanawade,15-May-2018,,0
10210185,08-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1.,24-May-2018,Maharashtra,0,31382.97,Closed,No,31382.97,,Supriya Govalkar,23-Jun-2018,,4787.23
10210184,08-May-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 123.,03-Jun-2018,Gujarat,0,9613.34,Closed,No,9613.34,,Prit Patel,03-Jul-2018,,1466.44
10210183,08-May-2018,Ingersoll Rand (India) Ltd.,Based On Sales Quotations 16.,21-Apr-2018,Gujarat,0,80287.2,Closed,No,80287.2,,Prit Patel,21-May-2018,,12247.2
10210182,08-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 122.,30-Apr-2018,Maharashtra,0,14700,Closed,No,14700,,Apeksha Khambe,30-May-2018,,700
10210181,08-May-2018,Maschio Gaspardo India Pvt. Ltd.,Based On Sales Quotations 117.,02-May-2018,Maharashtra,0,156869.44,Closed,No,156869.44,,Nisha Patil,01-Jun-2018,,23929.24
10210180,08-May-2018,Johnson Matthey Chemicals India Pvt. Ltd.,Based On Sales Quotations 32.,04-Jun-2018,Maharashtra,0,98556.8,Closed,No,98556.8,,Sheeba Shaikh,04-Jul-2018,,15034.08
10210179,08-May-2018,Troikaa Pharmaceuticals Ltd.,Based On Sales Quotations 114.,03-May-2018,Gujarat,0,30073.48,Closed,No,30073.48,,Neel Patel,02-Jun-2018,,4587.48
10210178,07-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 30.,04-Jun-2018,Maharashtra,0,560.5,Closed,No,560.5,,Apeksha Khambe,04-Jul-2018,,85.5
10210176,07-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 12.,26-Apr-2018,Maharashtra,0,12420.68,Closed,No,12420.68,,Suvidha Shinde,26-May-2018,,1894.68
10210175,07-May-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 136.,06-Jun-2018,TamilNadu,0,3750.4,Closed,No,3750.4,,Dipali Ghanvat,06-Jul-2018,,572.1
10210174,07-May-2018,Oil and Natural Gas Corporation Ltd.,Based On Sales Quotations 10.,06-Jun-2018,Maharashtra,0,194700,Closed,Yes,194700,,Lavanya Jamma,06-Jul-2018,,29700
10210173,07-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 28.,02-Jun-2018,Maharashtra,0,18327.66,Closed,No,18327.66,,Supriya Govalkar,02-Jul-2018,,2795.74
10210172,07-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 27.,11-May-2018,Maharashtra,0,111789.52,Closed,No,111789.52,,Rajani Kyatham,10-Jun-2018,,17052.64
10210171,07-May-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 133.,01-Jun-2018,TamilNadu,0,79804.61,Closed,No,79804.61,,Dipali Ghanvat,01-Jul-2018,,12173.6
10210170,07-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 24.,02-Jun-2018,Maharashtra,0,11200,Closed,No,11200,,Neha Mundhe,02-Jul-2018,,2450
10210169,07-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 113.,30-May-2018,Maharashtra,0,37767.21,Closed,No,37767.21,,Supriya Govalkar,29-Jun-2018,,5761.1
10210167,07-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 21.,06-May-2018,Maharashtra,0,111510,Closed,No,111510,,Neha Mundhe,05-Jun-2018,,17010
10210166,05-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 144.,03-Jun-2018,Maharashtra,0,178261.18,Closed,No,178261.18,,Supriya Govalkar,03-Jul-2018,,27192.38
10210165,05-May-2018,Cummins India Ltd.,Based On Sales Quotations 116.,06-May-2018,Maharashtra,0,13286.8,Closed,No,13286.8,,Poonam Mohite,05-Jun-2018,,2026.8
10210164,05-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 18.,19-May-2018,Maharashtra,0,37760,Closed,No,37760,,Poonam Mohite,18-Jun-2018,,0
10210163,05-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 16.,12-May-2018,Maharashtra,0,29015.95,Closed,No,29015.95,,Puja Pawar,11-Jun-2018,,4967.03
10210162,05-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 110.,30-May-2018,Maharashtra,0,31382.97,Closed,No,31382.97,,Supriya Govalkar,29-Jun-2018,,4787.23
10210161,05-May-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 137.,04-May-2018,Maharashtra,0,1680516.66,Closed,No,1680516.66,,Swati Bhosale,03-Jun-2018,,256350
10210160,04-May-2018,Survival Systems India,Based On Sales Quotations 13.,24-May-2018,Maharashtra,0,9408.94,Closed,No,9408.94,,Sarika Tanawade,23-Jun-2018,,1435.26
10210159,04-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 90.,16-May-2018,Maharashtra,0,12856.1,Closed,No,12856.1,,Sarika Tanawade,15-Jun-2018,,1961.1
10210158,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 87.,19-May-2018,Maharashtra,0,510094.54,Closed,Yes,510094.54,,Suvidha Shinde,18-Jun-2018,,77811.04
10210157,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 85.,02-Jun-2018,Maharashtra,0,64396.14,Closed,Yes,64396.14,,Suvidha Shinde,02-Jul-2018,,9823.14
10210156,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 42.,29-Apr-2018,Maharashtra,0,482747.44,Closed,No,482747.44,,Suvidha Shinde,29-May-2018,,73639.44
10210155,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 82.,18-May-2018,Maharashtra,0,15279.91,Closed,No,15279.91,,Suvidha Shinde,17-Jun-2018,,2330.84
10210154,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 81.,02-Jun-2018,Maharashtra,0,63000,Closed,No,63000,,Swati Bhosale,02-Jul-2018,,6750
10210153,03-May-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 112.,18-May-2018,Maharashtra,0,17600,Closed,No,17600,,Swati Bhosale,17-Jun-2018,,3850
10210152,03-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 74.,30-May-2018,Maharashtra,0,82600,Closed,No,82600,,Suvidha Shinde,29-Jun-2018,,12600
